topNumberedFeatures,class label,precision,recall,f1-score,accuracy,class label,precision,recall,f1-score,accuracy
845,0.0,0.940923076923077,0.9255447941888619,0.9331705828501679,0.8916378030677882,1.0,0.6893939393939394,0.7398373983739838,0.7137254901960786,0.8916378030677882,
850,0.0,0.9473358116480793,0.9255447941888619,0.9363135333741579,0.8970806531420089,1.0,0.6977886977886978,0.7696476964769647,0.7319587628865979,0.8970806531420089,
855,0.0,0.9402803168799513,0.9340193704600485,0.9371393865775888,0.8975754576942108,1.0,0.7131578947368421,0.7344173441734417,0.7236315086782376,0.8975754576942108,
860,0.0,0.9492574257425742,0.9285714285714286,0.9388004895960833,0.901039089559624,1.0,0.7086419753086419,0.7777777777777778,0.7416020671834626,0.901039089559624,
865,0.0,0.9426633785450061,0.9255447941888619,0.9340256566890653,0.8931222167243938,1.0,0.6917293233082706,0.7479674796747967,0.7187500000000001,0.8931222167243938,
870,0.0,0.9371184371184371,0.9291767554479419,0.9331306990881459,0.8911429985155863,1.0,0.6945169712793734,0.7208672086720868,0.7074468085106383,0.8911429985155863,
875,0.0,0.9326047358834244,0.9297820823244553,0.931191270081843,0.8876793666501732,1.0,0.6898395721925134,0.6991869918699187,0.6944818304172274,0.8876793666501732,
880,0.0,0.9351681957186544,0.9255447941888619,0.9303316093702463,0.8866897575457694,1.0,0.6813471502590673,0.7127371273712737,0.6966887417218544,0.8866897575457694,
885,0.0,0.9357798165137615,0.9261501210653753,0.9309400669303316,0.8876793666501732,1.0,0.6839378238341969,0.7154471544715447,0.6993377483443708,0.8876793666501732,
890,0.0,0.9407772979642196,0.9231234866828087,0.9318667888787046,0.8896585848589807,1.0,0.6825,0.7398373983739838,0.7100130039011704,0.8896585848589807,
895,0.0,0.9327217125382263,0.9231234866828087,0.9278977791299057,0.8827313211281543,1.0,0.6709844559585493,0.7018970189701897,0.686092715231788,0.8827313211281543,
900,0.0,0.936931473620376,0.9352300242130751,0.9360799757649197,0.8955962394854032,1.0,0.7123655913978495,0.7181571815718157,0.7152496626180838,0.8955962394854032,
905,0.0,0.9360393603936039,0.9213075060532687,0.928615009151922,0.88421573478476,1.0,0.6708860759493671,0.7181571815718157,0.693717277486911,0.88421573478476,
910,0.0,0.9368485591661557,0.9249394673123487,0.930855924459336,0.8876793666501732,1.0,0.6820512820512821,0.7208672086720868,0.7009222661396575,0.8876793666501732,
915,0.0,0.9359365466748018,0.9285714285714286,0.9322394408994228,0.8896585848589807,1.0,0.6910994764397905,0.7154471544715447,0.7030625832223701,0.8896585848589807,
920,0.0,0.937998772252916,0.9249394673123487,0.9314233465406888,0.8886689757545769,1.0,0.6836734693877551,0.7262872628726287,0.7043363994743758,0.8886689757545769,
925,0.0,0.9330085261875761,0.927360774818402,0.9301760777170613,0.8861949529935675,1.0,0.683377308707124,0.7018970189701897,0.6925133689839573,0.8861949529935675,
930,0.0,0.9346365302382407,0.9261501210653753,0.9303739738522347,0.8866897575457694,1.0,0.6822916666666666,0.7100271002710027,0.6958831341301461,0.8866897575457694,
935,0.0,0.9474335188620903,0.927360774818402,0.9372896910370144,0.8985650667986146,1.0,0.7029702970297029,0.7696476964769647,0.7347994825355757,0.8985650667986146,
940,0.0,0.9335770871419866,0.927360774818402,0.9304585484360764,0.8866897575457694,1.0,0.6842105263157895,0.7046070460704607,0.6942590120160214,0.8866897575457694,
945,0.0,0.9377289377289377,0.9297820823244553,0.9337386018237082,0.8921326076199901,1.0,0.6971279373368147,0.7235772357723578,0.7101063829787235,0.8921326076199901,
950,0.0,0.9364303178484108,0.927360774818402,0.9318734793187348,0.8891637803067788,1.0,0.6883116883116883,0.7181571815718157,0.7029177718832891,0.8891637803067788,
955,0.0,0.9338235294117647,0.9225181598062954,0.928136419001218,0.8832261256803563,1.0,0.6709511568123393,0.7073170731707317,0.6886543535620052,0.8832261256803563,
960,0.0,0.9332925336597307,0.9231234866828087,0.928180158247109,0.8832261256803563,1.0,0.6718346253229974,0.7046070460704607,0.6878306878306879,0.8832261256803563,
965,0.0,0.9324406573341448,0.927360774818402,0.9298937784522003,0.8857001484413657,1.0,0.6825396825396826,0.6991869918699187,0.6907630522088354,0.8857001484413657,
970,0.0,0.9400244798041616,0.9297820823244553,0.9348752282410226,0.8941118258287977,1.0,0.7002583979328165,0.7344173441734417,0.7169312169312171,0.8941118258287977,
975,0.0,0.9393382352941176,0.9279661016949152,0.9336175395858709,0.8921326076199901,1.0,0.6940874035989717,0.7317073170731707,0.712401055408971,0.8921326076199901,
980,0.0,0.9339449541284404,0.9243341404358354,0.9291146942500761,0.8847105393369619,1.0,0.6761658031088082,0.7073170731707317,0.6913907284768211,0.8847105393369619,
985,0.0,0.9357011635027557,0.9249394673123487,0.930289193302892,0.8866897575457694,1.0,0.6804123711340206,0.7154471544715447,0.6974900924702774,0.8866897575457694,
990,0.0,0.931139549055454,0.9249394673123487,0.9280291527482539,0.8827313211281543,1.0,0.6736842105263158,0.6937669376693767,0.6835781041388517,0.8827313211281543,
995,0.0,0.937192118226601,0.9213075060532687,0.9291819291819292,0.8852053438891638,1.0,0.672544080604534,0.7235772357723578,0.6971279373368147,0.8852053438891638,
1000,0.0,0.9342265529841657,0.9285714285714286,0.931390406800243,0.8881741712023751,1.0,0.6886543535620053,0.7073170731707317,0.6978609625668449,0.8881741712023751,
1005,0.0,0.9363525091799265,0.9261501210653753,0.931223371880706,0.8881741712023751,1.0,0.6847545219638242,0.7181571815718157,0.701058201058201,0.8881741712023751,
1010,0.0,0.9351121892055791,0.9334140435835351,0.9342623447440168,0.892627412172192,1.0,0.7043010752688172,0.7100271002710027,0.707152496626181,0.892627412172192,
1015,0.0,0.9380748007357449,0.9261501210653753,0.9320743222662199,0.8896585848589807,1.0,0.6871794871794872,0.7262872628726287,0.7061923583662714,0.8896585848589807,
1020,0.0,0.9386879215205396,0.9267554479418886,0.9326835211696619,0.8906481939633845,1.0,0.6897435897435897,0.7289972899728997,0.7088274044795783,0.8906481939633845,
1025,0.0,0.9352078239608802,0.9261501210653753,0.9306569343065694,0.8871845620979713,1.0,0.6831168831168831,0.7127371273712737,0.6976127320954907,0.8871845620979713,
1030,0.0,0.9381884944920441,0.9279661016949152,0.9330493000608643,0.8911429985155863,1.0,0.6925064599483204,0.7262872628726287,0.708994708994709,0.8911429985155863,
1035,0.0,0.9353264185478951,0.9279661016949152,0.9316317228805834,0.8886689757545769,1.0,0.6884816753926701,0.7127371273712737,0.7003994673768309,0.8886689757545769,
1040,0.0,0.9395604395604396,0.9315980629539952,0.9355623100303951,0.8951014349332014,1.0,0.7049608355091384,0.7317073170731707,0.7180851063829787,0.8951014349332014,
1045,0.0,0.944,0.9285714285714286,0.936222154409521,0.896585848589807,1.0,0.702020202020202,0.7533875338753387,0.7267973856209151,0.896585848589807,
1050,0.0,0.9359756097560976,0.9291767554479419,0.9325637910085054,0.8901533894111826,1.0,0.6929133858267716,0.7154471544715447,0.7040000000000001,0.8901533894111826,
1055,0.0,0.9359756097560976,0.9291767554479419,0.9325637910085054,0.8901533894111826,1.0,0.6929133858267716,0.7154471544715447,0.7040000000000001,0.8901533894111826,
1060,0.0,0.9423666462293072,0.9303874092009685,0.9363387145903137,0.896585848589807,1.0,0.7051282051282052,0.7452574525745257,0.7246376811594203,0.896585848589807,
1065,0.0,0.9382640586797066,0.9291767554479419,0.9336982968369829,0.8921326076199901,1.0,0.6961038961038961,0.7262872628726287,0.7108753315649867,0.8921326076199901,
1070,0.0,0.9364303178484108,0.927360774818402,0.9318734793187348,0.8891637803067788,1.0,0.6883116883116883,0.7181571815718157,0.7029177718832891,0.8891637803067788,
1075,0.0,0.9366240097501524,0.9303874092009685,0.9334952930458549,0.8916378030677882,1.0,0.6973684210526315,0.7181571815718157,0.7076101468624832,0.8916378030677882,
1080,0.0,0.9371951219512196,0.9303874092009685,0.9337788578371811,0.8921326076199901,1.0,0.6981627296587927,0.7208672086720868,0.7093333333333334,0.8921326076199901,
1085,0.0,0.938949938949939,0.9309927360774818,0.9349544072948328,0.8941118258287977,1.0,0.7023498694516971,0.7289972899728997,0.7154255319148936,0.8941118258287977,
1090,0.0,0.9386391251518833,0.9352300242130751,0.936931473620376,0.8970806531420089,1.0,0.7146666666666667,0.7262872628726287,0.7204301075268817,0.8970806531420089,
1095,0.0,0.9365853658536586,0.9297820823244553,0.9331713244228433,0.8911429985155863,1.0,0.6955380577427821,0.7181571815718157,0.7066666666666667,0.8911429985155863,
1100,0.0,0.938527084601339,0.9334140435835351,0.9359635811836116,0.8955962394854032,1.0,0.708994708994709,0.7262872628726287,0.7175368139223561,0.8955962394854032,
1105,0.0,0.9373479318734793,0.9328087167070218,0.9350728155339807,0.8941118258287977,1.0,0.7055702917771883,0.7208672086720868,0.7131367292225201,0.8941118258287977,
1110,0.0,0.9365466748017084,0.9291767554479419,0.932847158918262,0.8906481939633845,1.0,0.693717277486911,0.7181571815718157,0.7057256990679096,0.8906481939633845,
1115,0.0,0.9361313868613139,0.9315980629539952,0.9338592233009708,0.8921326076199901,1.0,0.7002652519893899,0.7154471544715447,0.7077747989276139,0.8921326076199901,
1120,0.0,0.9268146370725855,0.9352300242130751,0.9310033142512807,0.8866897575457694,1.0,0.6977401129943502,0.6693766937669376,0.6832641770401107,0.8866897575457694,
1125,0.0,0.9283980582524272,0.9261501210653753,0.9272727272727272,0.8812469074715488,1.0,0.6729222520107239,0.6802168021680217,0.6765498652291105,0.8812469074715488,
1130,0.0,0.9377669310555217,0.9303874092009685,0.9340625949559405,0.892627412172192,1.0,0.6989528795811518,0.7235772357723578,0.7110519307589881,0.892627412172192,
1135,0.0,0.9356796116504854,0.9334140435835351,0.9345454545454545,0.8931222167243938,1.0,0.7050938337801609,0.7127371273712737,0.7088948787061995,0.8931222167243938,
1140,0.0,0.9328899637243047,0.9340193704600485,0.9334543254688444,0.8911429985155863,1.0,0.7029972752043597,0.6991869918699187,0.7010869565217392,0.8911429985155863,
1145,0.0,0.933252427184466,0.9309927360774818,0.932121212121212,0.8891637803067788,1.0,0.6943699731903485,0.7018970189701897,0.6981132075471698,0.8891637803067788,
1150,0.0,0.937080024434942,0.9285714285714286,0.932806324110672,0.8906481939633845,1.0,0.6927083333333334,0.7208672086720868,0.7065073041168659,0.8906481939633845,
1155,0.0,0.9300361881785284,0.9334140435835351,0.9317220543806646,0.8881741712023751,1.0,0.696969696969697,0.6856368563685636,0.691256830601093,0.8881741712023751,
1160,0.0,0.9303452453058753,0.9297820823244553,0.9300635785649409,0.8857001484413657,1.0,0.6864864864864865,0.6883468834688347,0.6874154262516914,0.8857001484413657,
1165,0.0,0.9390986601705238,0.9334140435835351,0.936247723132969,0.8960910440376052,1.0,0.7097625329815304,0.7289972899728997,0.7192513368983958,0.8960910440376052,
1170,0.0,0.9263542300669507,0.9213075060532687,0.9238239757207891,0.875804057397328,1.0,0.656084656084656,0.6720867208672087,0.6639892904953146,0.875804057397328,
1175,0.0,0.9341864716636198,0.9279661016949152,0.9310658973580322,0.8876793666501732,1.0,0.6868421052631579,0.7073170731707317,0.6969292389853138,0.8876793666501732,
1180,0.0,0.9183064997018485,0.9322033898305084,0.9252027635926705,0.8767936665017318,1.0,0.6744186046511628,0.6287262872628726,0.6507713884992987,0.8767936665017318,
1185,0.0,0.9274047186932849,0.9279661016949152,0.9276853252647503,0.8817417120237506,1.0,0.6766304347826086,0.6747967479674797,0.6757123473541383,0.8817417120237506,
1190,0.0,0.938949938949939,0.9309927360774818,0.9349544072948328,0.8941118258287977,1.0,0.7023498694516971,0.7289972899728997,0.7154255319148936,0.8941118258287977,
1195,0.0,0.9271402550091075,0.9243341404358354,0.9257350712337072,0.8787728847105394,1.0,0.6657754010695187,0.6747967479674797,0.6702557200538358,0.8787728847105394,
1200,0.0,0.9331306990881459,0.9291767554479419,0.9311495298756446,0.8876793666501732,1.0,0.6888297872340425,0.7018970189701897,0.6953020134228189,0.8876793666501732,
1205,0.0,0.9340256566890653,0.9255447941888619,0.9297658862876254,0.8857001484413657,1.0,0.6796875,0.7073170731707317,0.6932270916334661,0.8857001484413657,
1210,0.0,0.9278846153846154,0.9346246973365617,0.9312424607961399,0.8871845620979713,1.0,0.6974789915966386,0.6747967479674797,0.6859504132231405,0.8871845620979713,
1215,0.0,0.9265330904675168,0.923728813559322,0.9251288269172476,0.8777832756061356,1.0,0.6631016042780749,0.6720867208672087,0.6675639300134589,0.8777832756061356,
1220,0.0,0.9295689131754705,0.9267554479418886,0.9281600484995454,0.8827313211281543,1.0,0.6764705882352942,0.6856368563685636,0.6810228802153433,0.8827313211281543,
1225,0.0,0.9350887936313533,0.9243341404358354,0.9296803652968035,0.8857001484413657,1.0,0.6778350515463918,0.7127371273712737,0.6948480845442536,0.8857001484413657,
1230,0.0,0.9315980629539952,0.9315980629539952,0.9315980629539952,0.8881741712023751,1.0,0.6937669376693767,0.6937669376693767,0.6937669376693767,0.8881741712023751,
1235,0.0,0.9234016887816646,0.9267554479418886,0.9250755287009063,0.8772884710539337,1.0,0.6666666666666666,0.6558265582655827,0.6612021857923497,0.8772884710539337,
1240,0.0,0.9370840895341803,0.9376513317191283,0.9373676248108926,0.8975754576942108,1.0,0.720108695652174,0.7181571815718157,0.7191316146540027,0.8975754576942108,
1245,0.0,0.9330493000608643,0.9279661016949152,0.9305007587253414,0.8866897575457694,1.0,0.6851851851851852,0.7018970189701897,0.6934404283801874,0.8866897575457694,
1250,0.0,0.9264437689969605,0.9225181598062954,0.9244767970882621,0.8767936665017318,1.0,0.6595744680851063,0.6720867208672087,0.6657718120805368,0.8767936665017318,
1255,0.0,0.9156193895870736,0.9261501210653753,0.9208546494131808,0.8698664027709055,1.0,0.6514285714285715,0.6178861788617886,0.6342141863699583,0.8698664027709055,
1260,0.0,0.9284848484848485,0.927360774818402,0.927922471229558,0.8822365165759525,1.0,0.6765498652291105,0.6802168021680217,0.6783783783783786,0.8822365165759525,
1265,0.0,0.9280048810250152,0.9207021791767555,0.9243391066545122,0.8767936665017318,1.0,0.6570680628272252,0.6802168021680217,0.6684420772303595,0.8767936665017318,
1270,0.0,0.928183464091732,0.9309927360774818,0.9295859776367482,0.8847105393369619,1.0,0.6868131868131868,0.6775067750677507,0.6821282401091405,0.8847105393369619,
1275,0.0,0.9327272727272727,0.9315980629539952,0.9321623258631133,0.8891637803067788,1.0,0.6954177897574124,0.6991869918699187,0.6972972972972974,0.8891637803067788,
1280,0.0,0.923030303030303,0.9219128329297821,0.9224712295578436,0.8733300346363186,1.0,0.6522911051212938,0.6558265582655827,0.654054054054054,0.8733300346363186,
1285,0.0,0.9252279635258359,0.9213075060532687,0.9232635729451016,0.8748144482929243,1.0,0.6542553191489362,0.6666666666666666,0.6604026845637585,0.8748144482929243,
1290,0.0,0.9266666666666666,0.9255447941888619,0.9261053906723198,0.8792676892627412,1.0,0.6684636118598383,0.6720867208672087,0.6702702702702703,0.8792676892627412,
1295,0.0,0.9279711884753902,0.9358353510895884,0.9318866787221217,0.8881741712023751,1.0,0.7014084507042253,0.6747967479674797,0.6878453038674033,0.8881741712023751,
1300,0.0,0.9262394195888755,0.927360774818402,0.926799758015729,0.880257298367145,1.0,0.6730245231607629,0.6693766937669376,0.6711956521739131,0.880257298367145,
1305,0.0,0.9197344598672299,0.9225181598062954,0.9211242067089755,0.8708560118753093,1.0,0.6483516483516484,0.6395663956639567,0.6439290586630286,0.8708560118753093,
1310,0.0,0.9201451905626135,0.9207021791767555,0.9204236006051437,0.8698664027709055,1.0,0.6440217391304348,0.6422764227642277,0.6431478968792402,0.8698664027709055,
1315,0.0,0.9310344827586207,0.9315980629539952,0.9313161875945537,0.8876793666501732,1.0,0.6929347826086957,0.6910569105691057,0.6919945725915876,0.8876793666501732,
1320,0.0,0.9340256566890653,0.9255447941888619,0.9297658862876254,0.8857001484413657,1.0,0.6796875,0.7073170731707317,0.6932270916334661,0.8857001484413657,
1325,0.0,0.9212740384615384,0.9279661016949152,0.9246079613992763,0.8762988619495299,1.0,0.6666666666666666,0.6449864498644986,0.6556473829201102,0.8762988619495299,
1330,0.0,0.9272286234081262,0.9255447941888619,0.9263859436534383,0.8797624938149431,1.0,0.6693548387096774,0.6747967479674797,0.6720647773279351,0.8797624938149431,
1335,0.0,0.9199029126213593,0.9176755447941889,0.9187878787878787,0.867392380009896,1.0,0.6353887399463807,0.6422764227642277,0.6388140161725068,0.867392380009896,
1340,0.0,0.9207980652962515,0.9219128329297821,0.9213551119177253,0.8713508164275111,1.0,0.6485013623978202,0.6449864498644986,0.6467391304347826,0.8713508164275111,
1345,0.0,0.9254996971532404,0.9249394673123487,0.9252194974265818,0.8777832756061356,1.0,0.6648648648648648,0.6666666666666666,0.6657645466847091,0.8777832756061356,
1350,0.0,0.9241964827167981,0.9225181598062954,0.9233565586186004,0.8748144482929243,1.0,0.6559139784946236,0.6612466124661247,0.6585695006747639,0.8748144482929243,
1355,0.0,0.9289617486338798,0.9261501210653753,0.9275538041830856,0.8817417120237506,1.0,0.6737967914438503,0.6829268292682927,0.6783310901749663,0.8817417120237506,
1360,0.0,0.927007299270073,0.9225181598062954,0.924757281553398,0.8772884710539337,1.0,0.6604774535809018,0.6747967479674797,0.6675603217158177,0.8772884710539337,
1365,0.0,0.9266666666666666,0.9255447941888619,0.9261053906723198,0.8792676892627412,1.0,0.6684636118598383,0.6720867208672087,0.6702702702702703,0.8792676892627412,
1370,0.0,0.9243799153055051,0.9249394673123487,0.9246596066565809,0.8767936665017318,1.0,0.6630434782608695,0.6612466124661247,0.6621438263229308,0.8767936665017318,
1375,0.0,0.9251207729468599,0.927360774818402,0.9262394195888755,0.8792676892627412,1.0,0.6712328767123288,0.6639566395663956,0.667574931880109,0.8792676892627412,
1380,0.0,0.9245624622812312,0.927360774818402,0.9259595043819886,0.8787728847105394,1.0,0.6703296703296703,0.6612466124661247,0.6657571623465212,0.8787728847105394,
1385,0.0,0.9231699939503932,0.923728813559322,0.9234493192133131,0.8748144482929243,1.0,0.657608695652174,0.6558265582655827,0.6567164179104478,0.8748144482929243,
1390,0.0,0.9248484848484848,0.923728813559322,0.9242883101150817,0.8762988619495299,1.0,0.660377358490566,0.6639566395663956,0.6621621621621621,0.8762988619495299,
1395,0.0,0.9257246376811594,0.9279661016949152,0.9268440145102781,0.880257298367145,1.0,0.673972602739726,0.6666666666666666,0.670299727520436,0.880257298367145,
1400,0.0,0.9188214070956103,0.9249394673123487,0.9218702865761689,0.871845620979713,1.0,0.6536312849162011,0.6341463414634146,0.6437414030261347,0.871845620979713,
1405,0.0,0.9457794208256316,0.9291767554479419,0.9374045801526718,0.8985650667986146,1.0,0.7060301507537688,0.7615176151761518,0.7327249022164277,0.8985650667986146,
1410,0.0,0.9483712354025814,0.9340193704600485,0.9411405916437938,0.9045027214250371,1.0,0.7233502538071066,0.7723577235772358,0.7470511140235911,0.9045027214250371,
1415,0.0,0.9484346224677717,0.9352300242130751,0.941786040841207,0.9054923305294409,1.0,0.7270408163265306,0.7723577235772358,0.7490144546649147,0.9054923305294409,
1420,0.0,0.9510532837670385,0.9291767554479419,0.939987752602572,0.9030183077684315,1.0,0.7125307125307125,0.7859078590785907,0.7474226804123713,0.9030183077684315,
1425,0.0,0.9521441889372281,0.927360774818402,0.9395890831033425,0.9025235032162295,1.0,0.7087378640776699,0.7913279132791328,0.7477592829705505,0.9025235032162295,
1430,0.0,0.9521441889372281,0.927360774818402,0.9395890831033425,0.9025235032162295,1.0,0.7087378640776699,0.7913279132791328,0.7477592829705505,0.9025235032162295,
1435,0.0,0.9518518518518518,0.9334140435835351,0.9425427872860636,0.9069767441860465,1.0,0.7256857855361596,0.7886178861788617,0.7558441558441559,0.9069767441860465,
1440,0.0,0.949569495694957,0.9346246973365617,0.9420378279438683,0.9059871350816427,1.0,0.7265822784810126,0.7777777777777778,0.7513089005235601,0.9059871350816427,
1445,0.0,0.947076923076923,0.9315980629539952,0.9392737259688739,0.9015338941118258,1.0,0.7146464646464646,0.7669376693766937,0.7398692810457516,0.9015338941118258,
1450,0.0,0.9533871970167807,0.9285714285714286,0.9408157007053052,0.9045027214250371,1.0,0.7135922330097088,0.7967479674796748,0.7528809218950064,0.9045027214250371,
1455,0.0,0.952054794520548,0.9255447941888619,0.9386126457949663,0.901039089559624,1.0,0.7036144578313253,0.7913279132791328,0.7448979591836735,0.901039089559624,
1460,0.0,0.9518518518518518,0.9334140435835351,0.9425427872860636,0.9069767441860465,1.0,0.7256857855361596,0.7886178861788617,0.7558441558441559,0.9069767441860465,
1465,0.0,0.9470443349753694,0.9309927360774818,0.9389499389499391,0.901039089559624,1.0,0.7128463476070529,0.7669376693766937,0.7389033942558746,0.901039089559624,
1470,0.0,0.9489544895448955,0.9340193704600485,0.9414276998169615,0.904997525977239,1.0,0.7240506329113924,0.7750677506775068,0.7486910994764397,0.904997525977239,
1475,0.0,0.9511440940012369,0.9309927360774818,0.9409605383909453,0.9045027214250371,1.0,0.7178217821782178,0.7859078590785907,0.7503234152652005,0.9045027214250371,
1480,0.0,0.9364406779661016,0.9364406779661016,0.9364406779661016,0.8960910440376052,1.0,0.7154471544715447,0.7154471544715447,0.7154471544715447,0.8960910440376052,
1485,0.0,0.9502457002457002,0.9364406779661016,0.9432926829268291,0.9079663532904503,1.0,0.732824427480916,0.7804878048780488,0.7559055118110236,0.9079663532904503,
1490,0.0,0.9426479560707749,0.9352300242130751,0.9389243391066546,0.9005442850074221,1.0,0.7198952879581152,0.7452574525745257,0.7323568575233023,0.9005442850074221,
1495,0.0,0.9494762784966112,0.9328087167070218,0.9410687022900763,0.9045027214250371,1.0,0.7211055276381909,0.7777777777777778,0.7483702737940026,0.9045027214250371,
1500,0.0,0.9486386138613861,0.9279661016949152,0.9381884944920441,0.9000494804552202,1.0,0.7061728395061728,0.7750677506775068,0.7390180878552971,0.9000494804552202,
1505,0.0,0.9521739130434783,0.9279661016949152,0.9399141630901289,0.9030183077684315,1.0,0.7104622871046229,0.7913279132791328,0.7487179487179487,0.9030183077684315,
1510,0.0,0.9418960244648318,0.9322033898305084,0.9370246425311834,0.8975754576942108,1.0,0.7098445595854922,0.7425474254742548,0.7258278145695364,0.8975754576942108,
1515,0.0,0.9465601965601965,0.9328087167070218,0.9396341463414635,0.9020286986640277,1.0,0.7175572519083969,0.7642276422764228,0.7401574803149606,0.9020286986640277,
1520,0.0,0.9464285714285714,0.9303874092009685,0.9383394383394383,0.9000494804552202,1.0,0.7103274559193955,0.7642276422764228,0.7362924281984335,0.9000494804552202,
1525,0.0,0.9434889434889435,0.9297820823244553,0.9365853658536586,0.8970806531420089,1.0,0.7048346055979644,0.7506775067750677,0.727034120734908,0.8970806531420089,
1530,0.0,0.9429447852760736,0.9303874092009685,0.9366240097501524,0.8970806531420089,1.0,0.7058823529411765,0.7479674796747967,0.7263157894736841,0.8970806531420089,
1535,0.0,0.944,0.9285714285714286,0.936222154409521,0.896585848589807,1.0,0.702020202020202,0.7533875338753387,0.7267973856209151,0.896585848589807,
1540,0.0,0.9446153846153846,0.9291767554479419,0.9368324687213915,0.8975754576942108,1.0,0.7045454545454546,0.7560975609756098,0.7294117647058823,0.8975754576942108,
1545,0.0,0.9376528117359413,0.9285714285714286,0.9330900243309003,0.8911429985155863,1.0,0.6935064935064935,0.7235772357723578,0.7082228116710875,0.8911429985155863,
1550,0.0,0.9450617283950618,0.9267554479418886,0.9358190709046453,0.8960910440376052,1.0,0.6982543640897756,0.7588075880758808,0.7272727272727272,0.8960910440376052,
1555,0.0,0.9433148490449784,0.9267554479418886,0.9349618320610686,0.8946066303809995,1.0,0.6959798994974874,0.7506775067750677,0.7222946544980442,0.8946066303809995,
1560,0.0,0.9435483870967742,0.9207021791767555,0.9319852941176471,0.8901533894111826,1.0,0.6797066014669927,0.7533875338753387,0.7146529562982005,0.8901533894111826,
1565,0.0,0.9464508094645081,0.9200968523002422,0.9330877839165133,0.8921326076199901,1.0,0.6819277108433734,0.7669376693766937,0.7219387755102041,0.8921326076199901,
1570,0.0,0.9379562043795621,0.9334140435835351,0.9356796116504854,0.8951014349332014,1.0,0.7082228116710876,0.7235772357723578,0.7158176943699732,0.8951014349332014,
1575,0.0,0.9386879215205396,0.9267554479418886,0.9326835211696619,0.8906481939633845,1.0,0.6897435897435897,0.7289972899728997,0.7088274044795783,0.8906481939633845,
1580,0.0,0.9432449105490438,0.9255447941888619,0.9343110296364191,0.8936170212765957,1.0,0.6925,0.7506775067750677,0.7204161248374512,0.8936170212765957,
1585,0.0,0.940234134319162,0.923728813559322,0.9319083969465648,0.8896585848589807,1.0,0.6834170854271356,0.7371273712737128,0.7092568448500652,0.8896585848589807,
1590,0.0,0.944891640866873,0.923728813559322,0.9341903887358433,0.8936170212765957,1.0,0.6896551724137931,0.7588075880758808,0.7225806451612904,0.8936170212765957,
1595,0.0,0.940234134319162,0.923728813559322,0.9319083969465648,0.8896585848589807,1.0,0.6834170854271356,0.7371273712737128,0.7092568448500652,0.8896585848589807,
1600,0.0,0.9422604422604423,0.9285714285714286,0.9353658536585365,0.8951014349332014,1.0,0.6997455470737913,0.7452574525745257,0.7217847769028871,0.8951014349332014,
1605,0.0,0.9405572755417957,0.9194915254237288,0.9299051117232936,0.8866897575457694,1.0,0.6724137931034483,0.7398373983739838,0.7045161290322581,0.8866897575457694,
1610,0.0,0.946229913473424,0.9267554479418886,0.9363914373088685,0.8970806531420089,1.0,0.6997518610421837,0.7642276422764228,0.7305699481865287,0.8970806531420089,
1615,0.0,0.9454094292803971,0.9225181598062954,0.9338235294117647,0.8931222167243938,1.0,0.687041564792176,0.7615176151761518,0.7223650385604113,0.8931222167243938,
1620,0.0,0.9423312883435583,0.9297820823244553,0.9360146252285193,0.8960910440376052,1.0,0.7033248081841432,0.7452574525745257,0.7236842105263158,0.8960910440376052,
1625,0.0,0.9429634221946683,0.9207021791767555,0.9316998468606431,0.8896585848589807,1.0,0.678921568627451,0.7506775067750677,0.712998712998713,0.8896585848589807,
1630,0.0,0.9428571428571428,0.9188861985472155,0.9307173513182098,0.8881741712023751,1.0,0.6739659367396593,0.7506775067750677,0.7102564102564103,0.8881741712023751,
1635,0.0,0.9363525091799265,0.9261501210653753,0.931223371880706,0.8881741712023751,1.0,0.6847545219638242,0.7181571815718157,0.701058201058201,0.8881741712023751,
1640,0.0,0.9437229437229437,0.923728813559322,0.9336188436830835,0.892627412172192,1.0,0.6881188118811881,0.7533875338753387,0.7192755498059509,0.892627412172192,
1645,0.0,0.9412492269635127,0.9213075060532687,0.9311716121137962,0.8886689757545769,1.0,0.6782178217821783,0.7425474254742548,0.7089262613195343,0.8886689757545769,
1650,0.0,0.9365372766481824,0.9200968523002422,0.9282442748091604,0.8837209302325582,1.0,0.6683417085427136,0.7208672086720868,0.6936114732724903,0.8837209302325582,
1655,0.0,0.9439252336448598,0.9170702179176755,0.9303039607000307,0.8876793666501732,1.0,0.6706730769230769,0.7560975609756098,0.7108280254777071,0.8876793666501732,
1660,0.0,0.9416103257529195,0.927360774818402,0.9344312290332418,0.8936170212765957,1.0,0.6954314720812182,0.7425474254742548,0.7182175622542596,0.8936170212765957,
1665,0.0,0.9484472049689441,0.9243341404358354,0.9362354383813611,0.8970806531420089,1.0,0.6958637469586375,0.7750677506775068,0.7333333333333334,0.8970806531420089,
1670,0.0,0.9443757725587144,0.9249394673123487,0.9345565749235474,0.8941118258287977,1.0,0.6923076923076923,0.7560975609756098,0.7227979274611399,0.8941118258287977,
1675,0.0,0.9485749690210656,0.9267554479418886,0.9375382731169626,0.8990598713508164,1.0,0.7027027027027027,0.7750677506775068,0.7371134020618557,0.8990598713508164,
1680,0.0,0.9435483870967742,0.9207021791767555,0.9319852941176471,0.8901533894111826,1.0,0.6797066014669927,0.7533875338753387,0.7146529562982005,0.8901533894111826,
