topNumberedFeatures,class label,precision,recall,f1-score,accuracy,class label,precision,recall,f1-score,accuracy
735,0.0,0.9533001245330013,0.9267554479418886,0.939840392879067,0.9030183077684315,1.0,0.708433734939759,0.7967479674796748,0.75,0.9030183077684315,
740,0.0,0.9620174346201743,0.9352300242130751,0.9484346224677717,0.9168728352300841,1.0,0.7421686746987952,0.8346883468834688,0.7857142857142858,0.9168728352300841,
745,0.0,0.958203368683718,0.9297820823244553,0.943778801843318,0.909450766947056,1.0,0.722488038277512,0.8184281842818428,0.767471410419314,0.909450766947056,
750,0.0,0.9550492610837439,0.9388619854721549,0.9468864468864469,0.9139040079168729,1.0,0.7455919395465995,0.8021680216802168,0.7728459530026109,0.9139040079168729,
755,0.0,0.9614906832298137,0.937046004842615,0.9491109748620478,0.9178624443344878,1.0,0.7469586374695864,0.8319783197831978,0.7871794871794872,0.9178624443344878,
760,0.0,0.9561186650185414,0.9364406779661016,0.946177370030581,0.912914398812469,1.0,0.739454094292804,0.8075880758807588,0.7720207253886011,0.912914398812469,
765,0.0,0.9521765787860208,0.9400726392251816,0.9460858970453851,0.9124195942602672,1.0,0.7461538461538462,0.7886178861788617,0.766798418972332,0.9124195942602672,
770,0.0,0.9614187927815806,0.9352300242130751,0.9481436023320037,0.9163780306778823,1.0,0.7415458937198067,0.8319783197831978,0.7841634738186462,0.9163780306778823,
775,0.0,0.965,0.9346246973365617,0.9495694956949571,0.9188520534388916,1.0,0.7434679334916865,0.8482384823848238,0.7924050632911392,0.9188520534388916,
780,0.0,0.9633084577114428,0.9376513317191283,0.9503067484662576,0.9198416625432954,1.0,0.7506053268765133,0.8401084010840109,0.7928388746803069,0.9198416625432954,
785,0.0,0.9584367245657568,0.9352300242130751,0.9466911764705882,0.9139040079168729,1.0,0.7383863080684596,0.8184281842818428,0.7763496143958869,0.9139040079168729,
790,0.0,0.9547146401985112,0.9315980629539952,0.943014705882353,0.9079663532904503,1.0,0.7237163814180929,0.8021680216802168,0.7609254498714653,0.9079663532904503,
795,0.0,0.963055729492799,0.9309927360774818,0.9467528470298554,0.9143988124690747,1.0,0.7311320754716981,0.8401084010840109,0.7818411097099621,0.9143988124690747,
800,0.0,0.9608452454940957,0.9358353510895884,0.9481754063170806,0.9163780306778823,1.0,0.7427184466019418,0.8292682926829268,0.7836107554417414,0.9163780306778823,
805,0.0,0.9424019607843137,0.9309927360774818,0.9366626065773446,0.8970806531420089,1.0,0.7069408740359897,0.7452574525745257,0.7255936675461742,0.8970806531420089,
810,0.0,0.9422958870472683,0.9291767554479419,0.9356903383114904,0.8955962394854032,1.0,0.701530612244898,0.7452574525745257,0.7227332457293034,0.8955962394854032,
815,0.0,0.9457459926017263,0.9285714285714286,0.937080024434942,0.8980702622464126,1.0,0.7042606516290727,0.7615176151761518,0.7317708333333335,0.8980702622464126,
820,0.0,0.9503414028553694,0.9267554479418886,0.9384002451731536,0.9005442850074221,1.0,0.7048780487804878,0.7831978319783198,0.7419768934531452,0.9005442850074221,
825,0.0,0.9407407407407408,0.9225181598062954,0.9315403422982885,0.8891637803067788,1.0,0.6807980049875312,0.7398373983739838,0.7090909090909091,0.8891637803067788,
830,0.0,0.9351681957186544,0.9255447941888619,0.9303316093702463,0.8866897575457694,1.0,0.6813471502590673,0.7127371273712737,0.6966887417218544,0.8866897575457694,
835,0.0,0.9442379182156134,0.9225181598062954,0.9332516840171463,0.8921326076199901,1.0,0.6855036855036855,0.7560975609756098,0.7190721649484536,0.8921326076199901,
840,0.0,0.9399141630901288,0.9279661016949152,0.9339019189765457,0.892627412172192,1.0,0.6948717948717948,0.7344173441734417,0.7140974967061924,0.892627412172192,
