Table 1,degree,source,Category,Frequency,target,Table 2, degree -ranage,source,Diversity,frequency,degree,source,target,degree,source,target
134,0.283687943,[Febrile_neutropenia],,,[Death],,,,,,0.636363636,[Cardiac_arrest  Angina_pectoris],[Death],0.736486486,[Respiratory_failure  Chronic_obstructive_pulmonary_disease  Anaemia],[Death]
135,0.280851064,[Asthma],,,[Death],,,,,,0.636144578,[Asthenia  Respiratory_failure],[Death],0.736486486,[Cardiac_failure  Bronchitis  Urinary_tract_infection],[Death]
136,0.273565145,[Pyrexia],,,[Death],,,,,,0.635883905,[Septic_shock  Pleural_effusion],[Death],0.73630137,[Cardiac_arrest  Cellulitis  Syncope],[Death]
137,0.263772955,[Appendicitis],,,[Death],,,,,,0.635574837,[Dizziness  Sepsis],[Death],0.736111111,[Cardiac_failure  Gastroenteritis  Atrial_fibrillation],[Death]
138,0.225393494,[Pneumonia],,,[Death],,,,,,0.6352657,[Cardiac_arrest  Hypotension],[Death],0.736111111,[Respiratory_failure  Myocardial_infarction  Gastroenteritis],[Death]
139,,,,,,,,,,,0.635,[Cholecystitis  Hypertension],[Death],0.736111111,[Chronic_obstructive_pulmonary_disease  Bronchitis  Sepsis],[Death]
140,,,,,,,,,,,0.63496144,[Respiratory_failure  Angina_pectoris],[Death],0.735973597,[Cardiac_failure  Angina_pectoris  Cerebrovascular_accident],[Death]
141,,,,,,,,,,,0.634819533,[Renal_failure  Cerebrovascular_accident],[Death],0.735785953,[Gastrointestinal_haemorrhage  Renal_failure  Cellulitis],[Death]
,,,,,,,,,,,0.634666667,[Angina_pectoris  Pleural_effusion],[Death],0.73559322,[Cardiac_failure  Deep_vein_thrombosis  Dyspnoea],[Death]
,,,,,,,,,,,0.634285714,[Hyponatraemia  Asthenia],[Death],0.735395189,[Fall  Gastroenteritis  Sepsis],[Death]
,,,,,,,,,,,0.634210526,[Hypoglycaemia  Gastroenteritis],[Death],0.735395189,[Cardiac_failure  Cellulitis  Syncope],[Death]
,,,,,,,,,,,0.634146341,[Pancreatitis  Hypertension],[Death],0.735395189,[Gastrointestinal_haemorrhage  Bronchitis  Dehydration],[Death]
,,,,,,,,,,,0.634005764,[Fall  Renal_failure],[Death],0.735202492,[Cardiac_failure  Renal_failure_acute  Myocardial_infarction],[Death]
,,,,,,,,,,,0.633633634,[Abdominal_pain_upper  Sepsis],[Death],0.735202492,[Cardiac_failure  Syncope  Sepsis],[Death]
,,,,,,,,,,,0.633333333,[Pleural_effusion  Bronchitis],[Death],0.735202492,[Bronchitis  Hypertension  Sepsis],[Death]
,,,,,,,,,,,0.63310962,[Cardiac_arrest  Syncope],[Death],0.735191638,[Respiratory_failure  Bronchitis  Myocardial_infarction],[Death]
,,,,,,,,,,,0.633004926,[Haematuria  Dyspnoea],[Death],0.735191638,[Cardiac_failure  Diarrhoea  Dehydration],[Death]
,,,,,,,,,,,0.632835821,[Multi-organ_failure  Pyrexia],[Death],0.734693878,[Acute_myocardial_infarction  Respiratory_failure  Sepsis],[Death]
,,,,,,,,,,,0.632835821,[Femur_fracture  Gastroenteritis],[Death],0.734693878,[Cardiac_failure  Back_pain  Anaemia],[Death]
,,,,,,,,,,,0.632707775,[Acute_myocardial_infarction  Pleural_effusion],[Death],0.734693878,[Cardiac_failure  Renal_failure  Urinary_tract_infection],[Death]
,,,,,,,,,,,0.632596685,[Transient_ischaemic_attack  Back_pain],[Death],0.734482759,[Gastrointestinal_haemorrhage  Angina_pectoris  Cerebrovascular_accident],[Death]
,,,,,,,,,,,0.632432432,[Haemoptysis  Anaemia],[Death],0.734482759,[Acute_myocardial_infarction  Renal_failure  Sepsis],[Death]
,,,,,,,,,,,0.632124352,[Hypoglycaemia  Syncope],[Death],0.73442623,[Cardiac_arrest  Gastrointestinal_haemorrhage  Sepsis],[Death]
,,,,,,,,,,,0.631455399,[Respiratory_failure  Back_pain],[Death],0.734138973,[Gastrointestinal_haemorrhage  Cerebrovascular_accident  Syncope],[Death]
,,,,,,,,,,,0.631268437,[Asthenia  Cardiac_failure_congestive],[Death],0.734006734,[Acute_myocardial_infarction  Respiratory_failure  Anaemia],[Death]
,,,,,,,,,,,0.631123919,[Bronchopneumonia  Vomiting],[Death],0.734006734,[Cardiac_failure  Gastrointestinal_haemorrhage  Dyspnoea],[Death]
,,,,,,,,,,,0.630985915,[Arthralgia  Bronchitis],[Death],0.733974359,[Cardiac_failure  Pulmonary_embolism  Urinary_tract_infection],[Death]
,,,,,,,,,,,0.630806846,[Asthenia  Bronchitis],[Death],0.733788396,[Gastrointestinal_haemorrhage  Renal_failure  Myocardial_infarction],[Death]
,,,,,,,,,,,0.630769231,[Septic_shock  Deep_vein_thrombosis],[Death],0.733788396,[Respiratory_failure  Chronic_obstructive_pulmonary_disease  Pulmonary_embolism],[Death]
,,,,,,,,,,,0.630681818,[Fall  Chronic_obstructive_pulmonary_disease],[Death],0.733788396,[Acute_myocardial_infarction  Renal_failure  Renal_failure_acute],[Death]
,,,,,,,,,,,0.630379747,[Cardiac_arrest  Diarrhoea],[Death],0.733766234,[Respiratory_failure  Back_pain  Atrial_fibrillation],[Death]
,,,,,,,,,,,0.630252101,[Epistaxis  Anaemia],[Death],0.73374613,[Back_pain  Cerebrovascular_accident  Syncope],[Death]
,,,,,,,,,,,0.63002681,[Asthenia  Convulsion],[Death],0.733711048,[Gastrointestinal_haemorrhage  Cerebrovascular_accident  Dyspnoea],[Death]
,,,,,,,,,,,0.629850746,[Pneumothorax  Renal_failure_acute],[Death],0.733564014,[Cardiac_arrest  Cerebrovascular_accident  Chest_pain],[Death]
,,,,,,,,,,,0.629370629,[Renal_failure  Gastroenteritis],[Death],0.733333333,[Respiratory_failure  Renal_failure  Syncope],[Death]
,,,,,,,,,,,0.629333333,[Constipation  Gastroenteritis],[Death],0.733333333,[Cholecystitis  Gastroenteritis  Sepsis],[Death]
,,,,,,,,,,,0.62924282,[Gastrointestinal_haemorrhage  Hypertension],[Death],0.733108108,[Back_pain  Bronchitis  Pulmonary_embolism],[Death]
,,,,,,,,,,,0.62924282,[Asthenia  Constipation],[Death],0.732899023,[Cardiac_arrest  Cellulitis  Sepsis],[Death]
,,,,,,,,,,,0.629213483,[Hyponatraemia  Urinary_tract_infection],[Death],0.732876712,[Respiratory_failure  Pleural_effusion  Cerebrovascular_accident],[Death]
,,,,,,,,,,,0.628992629,[Renal_failure  Bronchitis],[Death],0.732876712,[Cardiac_failure  Angina_pectoris  Chest_pain],[Death]
,,,,,,,,,,,0.628895184,[Hypoglycaemia  Atrial_fibrillation],[Death],0.732522796,[Back_pain  Cerebrovascular_accident  Sepsis],[Death]
,,,,,,,,,,,0.628865979,[Dizziness  Myocardial_infarction],[Death],0.732484076,[Cardiac_arrest  Cerebrovascular_accident  Sepsis],[Death]
,,,,,,,,,,,0.628808864,[Haemoptysis  Dehydration],[Death],0.73220339,[Haematuria  Dyspnoea  Syncope],[Death]
,,,,,,,,,,,0.628654971,[Cholelithiasis  Hypotension],[Death],0.731958763,[Bronchitis  Hypertension  Diarrhoea],[Death]
,,,,,,,,,,,0.628640777,[Cardiac_failure  Cardiac_failure_congestive],[Death],0.731707317,[Cardiac_arrest  Myocardial_infarction  Sepsis],[Death]
,,,,,,,,,,,0.628272251,[Constipation  Renal_failure],[Death],0.731707317,[Renal_failure  Chronic_obstructive_pulmonary_disease  Atrial_fibrillation],[Death]
,,,,,,,,,,,0.628032345,[Transient_ischaemic_attack  Bronchitis],[Death],0.731707317,[Transient_ischaemic_attack  Gastrointestinal_haemorrhage  Myocardial_infarction],[Death]
,,,,,,,,,,,0.62797619,[Thrombocytopenia  Cerebrovascular_accident],[Death],0.731629393,[Pleural_effusion  Bronchitis  Atrial_fibrillation],[Death]
,,,,,,,,,,,0.62797619,[Cardiac_failure  Nausea],[Death],0.731292517,[Gastrointestinal_haemorrhage  Respiratory_failure  Cerebrovascular_accident],[Death]
,,,,,,,,,,,0.627968338,[Infection  Syncope],[Death],0.73125,[Gastrointestinal_haemorrhage  Respiratory_failure  Pulmonary_embolism],[Death]
,,,,,,,,,,,0.627968338,[Acute_myocardial_infarction  Back_pain],[Death],0.731147541,[Gastrointestinal_haemorrhage  Acute_myocardial_infarction  Anaemia],[Death]
,,,,,,,,,,,0.627777778,[Epistaxis  Dyspnoea],[Death],0.731147541,[Cardiac_failure  Renal_failure_acute  Dehydration],[Death]
,,,,,,,,,,,0.627717391,[Constipation  Myocardial_infarction],[Death],0.731034483,[Cardiac_failure  Pleural_effusion  Pulmonary_embolism],[Death]
,,,,,,,,,,,0.627507163,[Urosepsis  Dyspnoea],[Death],0.731034483,[Gastrointestinal_haemorrhage  Chronic_obstructive_pulmonary_disease  Dyspnoea],[Death]
,,,,,,,,,,,0.6275,[Cardiac_failure  Gastroenteritis],[Death],0.731034483,[Cardiac_failure  Renal_failure_acute  Cellulitis],[Death]
,,,,,,,,,,,0.627345845,[Pneumothorax  Syncope],[Death],0.73089701,[Transient_ischaemic_attack  Pulmonary_embolism  Sepsis],[Death]
,,,,,,,,,,,0.627118644,[Asthenia  Dizziness],[Death],0.730639731,[Pleural_effusion  Gastroenteritis  Atrial_fibrillation],[Death]
,,,,,,,,,,,0.627071823,[Pneumothorax  Diarrhoea],[Death],0.730519481,[Cardiac_arrest  Back_pain  Pneumonia],[Death]
,,,,,,,,,,,0.626865672,[Pneumothorax  Hypotension],[Death],0.730263158,[Gastrointestinal_haemorrhage  Bronchitis  Sepsis],[Death]
,,,,,,,,,,,0.626582278,[Cardiac_failure  Renal_failure_acute],[Death],0.730263158,[Cardiac_arrest  Hypotension  Dyspnoea],[Death]
,,,,,,,,,,,0.626470588,[Angina_unstable  Syncope],[Death],0.730103806,[Respiratory_failure  Back_pain  Pleural_effusion],[Death]
,,,,,,,,,,,0.626470588,[Confusional_state  Chest_pain],[Death],0.730103806,[Respiratory_failure  Cerebrovascular_accident  Diarrhoea],[Death]
,,,,,,,,,,,0.626470588,[Pancreatitis  Cholecystitis],[Death],0.73006135,[Gastrointestinal_haemorrhage  Renal_failure  Pulmonary_embolism],[Death]
,,,,,,,,,,,0.62642369,[Cardiac_arrest  Cerebrovascular_accident],[Death],0.73,[Cardiac_arrest  Renal_failure  Atrial_fibrillation],[Death]
,,,,,,,,,,,0.626126126,[Renal_failure  Back_pain],[Death],0.729885057,[Cardiac_failure  Atrial_fibrillation  Syncope],[Death]
,,,,,,,,,,,0.626126126,[Gastrointestinal_haemorrhage  Renal_failure],[Death],0.729813665,[Respiratory_failure  Bronchitis  Sepsis],[Death]
,,,,,,,,,,,0.626038781,[Confusional_state  Deep_vein_thrombosis],[Death],0.72972973,[Cardiac_arrest  Pleural_effusion  Dyspnoea],[Death]
,,,,,,,,,,,0.62601626,[Confusional_state  Syncope],[Death],0.729452055,[Cardiac_failure  Urinary_tract_infection  Gastroenteritis],[Death]
,,,,,,,,,,,0.625954198,[Dizziness  Constipation],[Death],0.729372937,[Asthenia  Hypertension  Sepsis],[Death]
,,,,,,,,,,,0.625368732,[Abdominal_pain_upper  Pulmonary_embolism],[Death],0.729299363,[Renal_failure  Back_pain  Pulmonary_embolism],[Death]
,,,,,,,,,,,0.625360231,[Oedema_peripheral  Atrial_fibrillation],[Death],0.729166667,[Depression  Dyspnoea  Sepsis],[Death]
,,,,,,,,,,,0.625,[Pneumothorax  Atrial_fibrillation],[Death],0.729166667,[Cardiac_failure  Cellulitis  Pyrexia],[Death]
,,,,,,,,,,,0.624423963,[Respiratory_failure  Bronchitis],[Death],0.72909699,[Cardiac_arrest  Acute_myocardial_infarction  Myocardial_infarction],[Death]
,,,,,,,,,,,0.624293785,[Dizziness  Deep_vein_thrombosis],[Death],0.72909699,[Gastrointestinal_haemorrhage  Cardiac_failure_congestive  Pulmonary_embolism],[Death]
,,,,,,,,,,,0.624260355,[Transient_ischaemic_attack  Fall],[Death],0.72909699,[Back_pain  Cerebrovascular_accident  Diarrhoea],[Death]
,,,,,,,,,,,0.623655914,[Hypoglycaemia  Diarrhoea],[Death],0.729032258,[Gastrointestinal_haemorrhage  Respiratory_failure  Syncope],[Death]
,,,,,,,,,,,0.623608018,[Gastrointestinal_haemorrhage  Respiratory_failure],[Death],0.728915663,[Cardiac_failure  Pulmonary_embolism  Sepsis],[Death]
,,,,,,,,,,,0.623595506,[Diverticulitis  Sepsis],[Death],0.728915663,[Cardiac_failure  Pulmonary_embolism  Myocardial_infarction],[Death]
,,,,,,,,,,,0.623529412,[Pneumothorax  Cellulitis],[Death],0.728813559,[Renal_failure  Gastroenteritis  Atrial_fibrillation],[Death]
,,,,,,,,,,,0.623036649,[Cardiac_failure  Vomiting],[Death],0.72875817,[Cardiac_failure  Pulmonary_embolism  Dehydration],[Death]
,,,,,,,,,,,0.622641509,[Urosepsis  Anaemia],[Death],0.728706625,[Pleural_effusion  Cerebrovascular_accident  Syncope],[Death]
,,,,,,,,,,,0.622641509,[Femur_fracture  Atrial_fibrillation],[Death],0.728706625,[Cardiac_arrest  Respiratory_failure  Anaemia],[Death]
,,,,,,,,,,,0.622478386,[Hypoglycaemia  Cerebrovascular_accident],[Death],0.728706625,[Respiratory_failure  Pleural_effusion  Syncope],[Death]
,,,,,,,,,,,0.622166247,[Convulsion  Atrial_fibrillation],[Death],0.728522337,[Cardiac_failure  Gastroenteritis  Sepsis],[Death]
,,,,,,,,,,,0.622159091,[Pulmonary_oedema  Anaemia],[Death],0.728476821,[Septic_shock  Syncope  Sepsis],[Death]
,,,,,,,,,,,0.622107969,[Acute_myocardial_infarction  Diarrhoea],[Death],0.728476821,[Gastrointestinal_haemorrhage  Back_pain  Urinary_tract_infection],[Death]
,,,,,,,,,,,0.621693122,[Transient_ischaemic_attack  Gastroenteritis],[Death],0.728476821,[Cardiac_arrest  Chest_pain  Sepsis],[Death]
,,,,,,,,,,,0.621387283,[Hyperglycaemia  Cellulitis],[Death],0.728395062,[Renal_failure  Cerebrovascular_accident  Urinary_tract_infection],[Death]
,,,,,,,,,,,0.621253406,[Pneumothorax  Pulmonary_embolism],[Death],0.728358209,[Cardiac_failure  Dyspnoea  Syncope],[Death]
,,,,,,,,,,,0.621212121,[Asthenia  Hypertension],[Death],0.727891156,[Dizziness  Gastroenteritis  Dyspnoea],[Death]
,,,,,,,,,,,0.621212121,[Gastrointestinal_haemorrhage  Asthenia],[Death],0.727891156,[Cardiac_failure  Cardiac_failure_congestive  Dyspnoea],[Death]
,,,,,,,,,,,0.621082621,[Fall  Cholelithiasis],[Death],0.727868852,[Renal_failure  Urinary_tract_infection  Gastroenteritis],[Death]
,,,,,,,,,,,0.621076233,[Septic_shock  Pulmonary_embolism],[Death],0.727848101,[Cerebrovascular_accident  Bronchitis  Pulmonary_embolism],[Death]
,,,,,,,,,,,0.620947631,[Asthenia  Cerebrovascular_accident],[Death],0.727586207,[Cardiac_failure  Cardiac_failure_congestive  Anaemia],[Death]
,,,,,,,,,,,0.620901639,[Cardiac_arrest  Dyspnoea],[Death],0.72755418,[Cardiac_failure  Urinary_tract_infection  Syncope],[Death]
,,,,,,,,,,,0.62086514,[Haemoptysis  Pyrexia],[Death],0.727536232,[Cardiac_failure  Pulmonary_embolism  Atrial_fibrillation],[Death]
,,,,,,,,,,,0.620603015,[Respiratory_failure  Hypertension],[Death],0.727272727,[Cholecystitis  Bronchitis  Sepsis],[Death]
,,,,,,,,,,,0.620596206,[Convulsion  Pleural_effusion],[Death],0.727272727,[Septic_shock  Respiratory_failure  Urinary_tract_infection],[Death]
,,,,,,,,,,,0.620596206,[Cholecystitis  Back_pain],[Death],0.727272727,[Bronchopneumonia  Syncope  Pneumonia],[Death]
,,,,,,,,,,,0.620498615,[Constipation  Bronchitis],[Death],0.727272727,[Pleural_effusion  Gastroenteritis  Syncope],[Death]
,,,,,,,,,,,0.620418848,[Femur_fracture  Anaemia],[Death],0.726993865,[Cardiac_failure  Atrial_fibrillation  Pyrexia],[Death]
,,,,,,,,,,,0.620309051,[Hypotension  Gastroenteritis],[Death],0.726984127,[Pleural_effusion  Bronchitis  Pulmonary_embolism],[Death]
,,,,,,,,,,,0.620289855,[Respiratory_tract_infection  Dyspnoea],[Death],0.726973684,[Cardiac_arrest  Urinary_tract_infection  Syncope],[Death]
,,,,,,,,,,,0.620289855,[Femur_fracture  Myocardial_infarction],[Death],0.726973684,[Constipation  Gastroenteritis  Sepsis],[Death]
,,,,,,,,,,,0.6201373,[Cardiac_failure  Abdominal_pain],[Death],0.726973684,[Acute_myocardial_infarction  Cerebrovascular_accident  Sepsis],[Death]
,,,,,,,,,,,0.62007874,[Cardiac_arrest  Sepsis],[Death],0.726962457,[Cholecystitis  Bronchitis  Anaemia],[Death]
,,,,,,,,,,,0.62,[Cardiac_arrest  Nausea],[Death],0.726962457,[Cardiac_failure  Diarrhoea  Urinary_tract_infection],[Death]
,,,,,,,,,,,0.619883041,[Femur_fracture  Abdominal_pain],[Death],0.726726727,[Cardiac_failure  Myocardial_infarction  Syncope],[Death]
,,,,,,,,,,,0.61971831,[Hyponatraemia  Atrial_fibrillation],[Death],0.726708075,[Cardiac_failure  Chest_pain  Syncope],[Death]
,,,,,,,,,,,0.619680851,[Haematuria  Diarrhoea],[Death],0.726688103,[Cardiac_arrest  Pulmonary_embolism  Syncope],[Death]
,,,,,,,,,,,0.619469027,[Confusional_state  Myocardial_infarction],[Death],0.726666667,[Renal_failure  Hypertension  Syncope],[Death]
,,,,,,,,,,,0.619450317,[Cardiac_failure  Urinary_tract_infection],[Death],0.726643599,[Cardiac_failure  Coronary_artery_disease  Atrial_fibrillation],[Death]
,,,,,,,,,,,0.619256018,[Bronchitis  Hypertension],[Death],0.726643599,[Transient_ischaemic_attack  Renal_failure_acute  Pulmonary_embolism],[Death]
,,,,,,,,,,,0.619186047,[Depression  Renal_failure_acute],[Death],0.726415094,[Pleural_effusion  Bronchitis  Sepsis],[Death]
,,,,,,,,,,,0.619170984,[Cholecystitis  Bronchitis],[Death],0.726351351,[Acute_myocardial_infarction  Pulmonary_embolism  Dehydration],[Death]
,,,,,,,,,,,0.619047619,[Back_pain  Bronchitis],[Death],0.726351351,[Respiratory_failure  Chronic_obstructive_pulmonary_disease  Sepsis],[Death]
,,,,,,,,,,,0.618705036,[Gastrointestinal_haemorrhage  Angina_pectoris],[Death],0.726190476,[Gastrointestinal_haemorrhage  Cerebrovascular_accident  Pulmonary_embolism],[Death]
,,,,,,,,,,,0.618644068,[Epistaxis  Dehydration],[Death],0.726153846,[Cardiac_arrest  Syncope  Anaemia],[Death]
,,,,,,,,,,,0.618556701,[Pneumothorax  Anaemia],[Death],0.72611465,[Cardiac_failure  Respiratory_failure  Atrial_fibrillation],[Death]
,,,,,,,,,,,0.618510158,[Cardiac_arrest  Abdominal_pain],[Death],0.726027397,[Convulsion  Atrial_fibrillation  Anaemia],[Death]
,,,,,,,,,,,0.617977528,[Pyelonephritis  Anaemia],[Death],0.726027397,[Fall  Gastroenteritis  Syncope],[Death]
,,,,,,,,,,,0.617948718,[Cardiac_arrest  Cardiac_failure_congestive],[Death],0.726027397,[Gastrointestinal_haemorrhage  Bronchitis  Syncope],[Death]
,,,,,,,,,,,0.617924528,[Cardiac_arrest  Chest_pain],[Death],0.726027397,[Dizziness  Respiratory_failure  Pneumonia],[Death]
,,,,,,,,,,,0.617801047,[Urosepsis  Sepsis],[Death],0.725752508,[Cardiac_arrest  Cerebrovascular_accident  Pulmonary_embolism],[Death]
,,,,,,,,,,,0.617647059,[Cardiac_failure  Pyrexia],[Death],0.72555205,[Gastrointestinal_haemorrhage  Renal_failure  Syncope],[Death]
,,,,,,,,,,,0.617647059,[Coronary_artery_disease  Respiratory_failure],[Death],0.725239617,[Back_pain  Gastroenteritis  Atrial_fibrillation],[Death]
,,,,,,,,,,,0.617563739,[Oedema_peripheral  Sepsis],[Death],0.725165563,[Transient_ischaemic_attack  Cerebrovascular_accident  Sepsis],[Death]
,,,,,,,,,,,0.617414248,[Arrhythmia  Pneumonia],[Death],0.725085911,[Dizziness  Gastroenteritis  Anaemia],[Death]
,,,,,,,,,,,0.617204301,[Pleural_effusion  Cerebrovascular_accident],[Death],0.724832215,[Cardiac_arrest  Renal_failure  Renal_failure_acute],[Death]
,,,,,,,,,,,0.616959064,[Pancreatitis  Hypotension],[Death],0.724832215,[Gastrointestinal_haemorrhage  Pleural_effusion  Syncope],[Death]
,,,,,,,,,,,0.616901408,[Convulsion  Hypertension],[Death],0.724770642,[Pleural_effusion  Cerebrovascular_accident  Urinary_tract_infection],[Death]
,,,,,,,,,,,0.6167979,[Dizziness  Renal_failure_acute],[Death],0.724590164,[Gastrointestinal_haemorrhage  Pulmonary_embolism  Gastroenteritis],[Death]
,,,,,,,,,,,0.616666667,[Respiratory_tract_infection  Pyrexia],[Death],0.724489796,[Septic_shock  Cardiac_failure  Pneumonia],[Death]
,,,,,,,,,,,0.616402116,[Haematuria  Dehydration],[Death],0.724358974,[Back_pain  Gastroenteritis  Syncope],[Death]
,,,,,,,,,,,0.61627907,[Infection  Pulmonary_embolism],[Death],0.724252492,[Cardiac_arrest  Gastrointestinal_haemorrhage  Dyspnoea],[Death]
,,,,,,,,,,,0.616113744,[Cardiac_failure  Cellulitis],[Death],0.724242424,[Gastrointestinal_haemorrhage  Cerebrovascular_accident  Dehydration],[Death]
,,,,,,,,,,,0.616022099,[Urosepsis  Dehydration],[Death],0.724025974,[Renal_failure  Cerebrovascular_accident  Chest_pain],[Death]
,,,,,,,,,,,0.61589404,[Cardiac_arrest  Urinary_tract_infection],[Death],0.724025974,[Pleural_effusion  Cerebrovascular_accident  Diarrhoea],[Death]
,,,,,,,,,,,0.615819209,[Epistaxis  Pyrexia],[Death],0.72392638,[Cerebrovascular_accident  Bronchitis  Sepsis],[Death]
,,,,,,,,,,,0.615803815,[Septic_shock  Hypotension],[Death],0.723684211,[Renal_failure  Cerebrovascular_accident  Diarrhoea],[Death]
,,,,,,,,,,,0.615711253,[Back_pain  Cerebrovascular_accident],[Death],0.723602484,[Cardiac_arrest  Cardiac_failure  Pneumonia],[Death]
,,,,,,,,,,,0.615591398,[Appendicitis  Sepsis],[Death],0.723549488,[Renal_failure  Gastroenteritis  Cellulitis],[Death]
,,,,,,,,,,,0.615584416,[Cardiac_failure_congestive  Back_pain],[Death],0.723333333,[Acute_myocardial_infarction  Renal_failure  Anaemia],[Death]
,,,,,,,,,,,0.615584416,[Femur_fracture  Urinary_tract_infection],[Death],0.723333333,[Cardiac_arrest  Pleural_effusion  Sepsis],[Death]
,,,,,,,,,,,0.615384615,[Cardiac_arrest  Dehydration],[Death],0.723127036,[Respiratory_failure  Gastroenteritis  Syncope],[Death]
,,,,,,,,,,,0.615384615,[Femur_fracture  Cellulitis],[Death],0.723076923,[Cardiac_failure  Chest_pain  Dyspnoea],[Death]
,,,,,,,,,,,0.615168539,[Hypokalaemia  Pulmonary_embolism],[Death],0.722772277,[Cardiac_arrest  Chest_pain  Syncope],[Death]
,,,,,,,,,,,0.614958449,[Arthralgia  Gastroenteritis],[Death],0.722772277,[Cardiac_arrest  Hypotension  Anaemia],[Death]
,,,,,,,,,,,0.614942529,[Diverticulitis  Pyrexia],[Death],0.722741433,[Transient_ischaemic_attack  Cardiac_failure  Pneumonia],[Death]
,,,,,,,,,,,0.614754098,[Fall  Back_pain],[Death],0.722741433,[Renal_failure  Back_pain  Syncope],[Death]
,,,,,,,,,,,0.614395887,[Chronic_obstructive_pulmonary_disease  Diarrhoea],[Death],0.72260274,[Haemoptysis  Sepsis  Pyrexia],[Death]
,,,,,,,,,,,0.614325069,[Haemoptysis  Vomiting],[Death],0.72260274,[Cardiac_arrest  Respiratory_failure  Pyrexia],[Death]
,,,,,,,,,,,0.614155251,[Dizziness  Hypertension],[Death],0.722580645,[Respiratory_failure  Bronchitis  Syncope],[Death]
,,,,,,,,,,,0.613832853,[Cholelithiasis  Chronic_obstructive_pulmonary_disease],[Death],0.722408027,[Cardiac_arrest  Gastroenteritis  Sepsis],[Death]
,,,,,,,,,,,0.613636364,[Hyponatraemia  Sepsis],[Death],0.722408027,[Acute_myocardial_infarction  Chest_pain  Sepsis],[Death]
,,,,,,,,,,,0.613577023,[Depression  Diarrhoea],[Death],0.722397476,[Cardiac_failure  Renal_failure  Dyspnoea],[Death]
,,,,,,,,,,,0.613425926,[Asthenia  Renal_failure],[Death],0.72238806,[Respiratory_failure  Cerebrovascular_accident  Syncope],[Death]
