Index,Confidence,Triple disease,Frequency (arms#),Target,type
,0.6875,[Acute_myocardial_infarction  Sepsis  Pyrexia],320,[Death],undirected
,0.6875,[Cerebrovascular_accident  Hypertension  Anaemia],336,[Death],undirected
,0.6875,[Cerebrovascular_accident  Bronchitis  Dyspnoea],336,[Death],undirected
,0.6875,[Cardiac_arrest  Angina_pectoris  Atrial_fibrillation],320,[Death],undirected
,0.687323944,[Back_pain  Cerebrovascular_accident  Atrial_fibrillation],355,[Death],undirected
,0.687323944,[Renal_failure  Pulmonary_embolism  Myocardial_infarction],355,[Death],undirected
,0.687315634,[Pleural_effusion  Gastroenteritis  Sepsis],339,[Death],undirected
,0.687306502,[Chronic_obstructive_pulmonary_disease  Anaemia  Pyrexia],323,[Death],undirected
,0.687306502,[Chronic_obstructive_pulmonary_disease  Cerebrovascular_accident  Anaemia],323,[Death],undirected
,0.687165775,[Respiratory_failure  Myocardial_infarction  Dyspnoea],374,[Death],undirected
,0.687165775,[Gastrointestinal_haemorrhage  Syncope  Sepsis],374,[Death],undirected
,0.687150838,[Acute_myocardial_infarction  Pulmonary_embolism  Atrial_fibrillation],358,[Death],undirected
,0.687116564,[Hypotension  Gastroenteritis  Cellulitis],326,[Death],undirected
,0.687116564,[Transient_ischaemic_attack  Renal_failure_acute  Anaemia],326,[Death],undirected
,0.687116564,[Chronic_obstructive_pulmonary_disease  Cerebrovascular_accident  Syncope],326,[Death],undirected
,0.687116564,[Cardiac_arrest  Renal_failure_acute  Pulmonary_embolism],326,[Death],undirected
,0.687096774,[Cholelithiasis  Bronchitis  Anaemia],310,[Death],undirected
,0.687096774,[Haemoptysis  Pulmonary_embolism  Pneumonia],310,[Death],undirected
,0.687096774,[Angina_pectoris  Chest_pain  Dehydration],310,[Death],undirected
,0.687096774,[Angina_pectoris  Renal_failure_acute  Cellulitis],310,[Death],undirected
,0.686980609,[Cardiac_failure  Urinary_tract_infection  Anaemia],361,[Death],undirected
,0.686980609,[Cardiac_failure  Dyspnoea  Sepsis],361,[Death],undirected
,0.686900958,[Cardiac_arrest  Renal_failure_acute  Dehydration],313,[Death],undirected
,0.686781609,[Gastrointestinal_haemorrhage  Renal_failure  Renal_failure_acute],348,[Death],undirected
,0.686781609,[Cerebrovascular_accident  Renal_failure_acute  Diarrhoea],348,[Death],undirected
,0.686567164,[Pleural_effusion  Cerebrovascular_accident  Pyrexia],335,[Death],undirected
,0.686567164,[Cerebrovascular_accident  Hypotension  Anaemia],335,[Death],undirected
,0.686567164,[Chronic_obstructive_pulmonary_disease  Dyspnoea  Sepsis],335,[Death],undirected
,0.686520376,[Cerebrovascular_accident  Hypertension  Pulmonary_embolism],319,[Death],undirected
,0.686440678,[Bronchitis  Atrial_fibrillation  Dehydration],354,[Death],undirected
,0.686335404,[Cholelithiasis  Cellulitis  Dehydration],322,[Death],undirected
,0.686335404,[Constipation  Pulmonary_embolism  Sepsis],322,[Death],undirected
,0.68627451,[Cardiac_failure  Chronic_obstructive_pulmonary_disease  Pneumonia],357,[Death],undirected
,0.68627451,[Haematuria  Diarrhoea  Anaemia],306,[Death],undirected
,0.68627451,[Fall  Pulmonary_embolism  Anaemia],306,[Death],undirected
,0.686153846,[Gastrointestinal_haemorrhage  Myocardial_infarction  Pyrexia],325,[Death],undirected
,0.686084142,[Gastrointestinal_haemorrhage  Respiratory_failure  Diarrhoea],309,[Death],undirected
,0.686084142,[Back_pain  Chest_pain  Gastroenteritis],309,[Death],undirected
,0.68597561,[Gastrointestinal_haemorrhage  Respiratory_failure  Pyrexia],328,[Death],undirected
,0.685878963,[Acute_myocardial_infarction  Myocardial_infarction  Sepsis],347,[Death],undirected
,0.685800604,[Respiratory_failure  Angina_pectoris  Atrial_fibrillation],331,[Death],undirected
,0.685714286,[Gastrointestinal_haemorrhage  Back_pain  Diarrhoea],315,[Death],undirected
,0.685714286,[Cerebrovascular_accident  Diarrhoea  Syncope],350,[Death],undirected
,0.685714286,[Cardiac_arrest  Deep_vein_thrombosis  Sepsis],315,[Death],undirected
,0.685714286,[Gastrointestinal_haemorrhage  Chest_pain  Myocardial_infarction],350,[Death],undirected
,0.685714286,[Back_pain  Pleural_effusion  Cellulitis],315,[Death],undirected
,0.685714286,[Back_pain  Pleural_effusion  Renal_failure_acute],315,[Death],undirected
,0.685628743,[Cardiac_failure  Hypertension  Pneumonia],334,[Death],undirected
,0.685552408,[Gastrointestinal_haemorrhage  Urinary_tract_infection  Syncope],353,[Death],undirected
,0.685534591,[Angina_pectoris  Gastroenteritis  Syncope],318,[Death],undirected
,0.685483871,[Cardiac_failure  Myocardial_infarction  Atrial_fibrillation],372,[Death],undirected
,0.685358255,[Transient_ischaemic_attack  Renal_failure_acute  Atrial_fibrillation],321,[Death],undirected
,0.685358255,[Septic_shock  Respiratory_failure  Pyrexia],321,[Death],undirected
,0.685358255,[Gastrointestinal_haemorrhage  Angina_pectoris  Anaemia],321,[Death],undirected
,0.685185185,[Respiratory_failure  Atrial_fibrillation  Pyrexia],378,[Death],undirected
,0.685082873,[Gastrointestinal_haemorrhage  Pulmonary_embolism  Urinary_tract_infection],362,[Death],undirected
,0.685064935,[Dizziness  Back_pain  Syncope],308,[Death],undirected
,0.685015291,[Asthenia  Bronchitis  Dehydration],327,[Death],undirected
,0.685015291,[Bronchitis  Hypotension  Dehydration],327,[Death],undirected
,0.685015291,[Acute_myocardial_infarction  Atrial_fibrillation  Dehydration],327,[Death],undirected
,0.684971098,[Back_pain  Myocardial_infarction  Urinary_tract_infection],346,[Death],undirected
,0.684931507,[Myocardial_infarction  Syncope  Pyrexia],365,[Death],undirected
,0.68488746,[Diverticulitis  Gastroenteritis  Pneumonia],311,[Death],undirected
,0.684848485,[Cardiac_arrest  Abdominal_pain  Anaemia],330,[Death],undirected
,0.684848485,[Angina_pectoris  Pulmonary_embolism  Anaemia],330,[Death],undirected
,0.684782609,[Cardiac_failure  Acute_myocardial_infarction  Pneumonia],368,[Death],undirected
,0.684713376,[Fall  Chest_pain  Syncope],314,[Death],undirected
,0.684713376,[Renal_failure  Deep_vein_thrombosis  Pleural_effusion],314,[Death],undirected
,0.684713376,[Cholelithiasis  Cerebrovascular_accident  Atrial_fibrillation],314,[Death],undirected
,0.684659091,[Chronic_obstructive_pulmonary_disease  Urinary_tract_infection  Atrial_fibrillation],352,[Death],undirected
,0.684615385,[Cardiac_arrest  Respiratory_failure  Pneumonia],390,[Death],undirected
,0.684542587,[Septic_shock  Cardiac_arrest  Pneumonia],317,[Death],undirected
,0.684542587,[Gastrointestinal_haemorrhage  Gastroenteritis  Pyrexia],317,[Death],undirected
,0.68452381,[Respiratory_failure  Atrial_fibrillation  Vomiting],336,[Death],undirected
,0.68452381,[Back_pain  Pleural_effusion  Diarrhoea],336,[Death],undirected
,0.684491979,[Myocardial_infarction  Gastroenteritis  Anaemia],374,[Death],undirected
,0.684375,[Cholecystitis  Urinary_tract_infection  Anaemia],320,[Death],undirected
,0.684375,[Back_pain  Cerebrovascular_accident  Cellulitis],320,[Death],undirected
,0.684365782,[Deep_vein_thrombosis  Gastroenteritis  Dyspnoea],339,[Death],undirected
,0.684357542,[Pleural_effusion  Myocardial_infarction  Sepsis],358,[Death],undirected
,0.684357542,[Respiratory_failure  Cerebrovascular_accident  Myocardial_infarction],358,[Death],undirected
,0.684210526,[Gastrointestinal_haemorrhage  Acute_myocardial_infarction  Pneumonia],361,[Death],undirected
,0.684210526,[Renal_failure_acute  Hypertension  Sepsis],323,[Death],undirected
,0.684210526,[Pleural_effusion  Gastroenteritis  Anaemia],342,[Death],undirected
,0.684210526,[Gastrointestinal_haemorrhage  Renal_failure_acute  Pulmonary_embolism],380,[Death],undirected
,0.684073107,[Pulmonary_embolism  Gastroenteritis  Sepsis],383,[Death],undirected
,0.684065934,[Gastrointestinal_haemorrhage  Renal_failure  Sepsis],364,[Death],undirected
,0.684057971,[Cardiac_arrest  Renal_failure_acute  Sepsis],345,[Death],undirected
,0.684057971,[Renal_failure  Chest_pain  Syncope],345,[Death],undirected
,0.68404908,[Chronic_obstructive_pulmonary_disease  Myocardial_infarction  Urinary_tract_infection],326,[Death],undirected
,0.684039088,[Acute_myocardial_infarction  Diarrhoea  Anaemia],307,[Death],undirected
,0.683937824,[Pleural_effusion  Syncope  Sepsis],386,[Death],undirected
,0.683908046,[Back_pain  Myocardial_infarction  Syncope],348,[Death],undirected
,0.683890578,[Cerebrovascular_accident  Renal_failure_acute  Gastroenteritis],329,[Death],undirected
,0.683870968,[Transient_ischaemic_attack  Sepsis  Pyrexia],310,[Death],undirected
,0.683870968,[Chronic_obstructive_pulmonary_disease  Bronchitis  Syncope],310,[Death],undirected
,0.683870968,[Asthenia  Hypertension  Dehydration],310,[Death],undirected
,0.68373494,[Angina_pectoris  Cerebrovascular_accident  Renal_failure_acute],332,[Death],undirected
,0.68370607,[Hyponatraemia  Gastroenteritis  Pneumonia],313,[Death],undirected
,0.68370607,[Bronchitis  Chest_pain  Diarrhoea],313,[Death],undirected
,0.683615819,[Cardiac_arrest  Sepsis  Pyrexia],354,[Death],undirected
,0.68358209,[Cardiac_failure  Urinary_tract_infection  Pyrexia],335,[Death],undirected
,0.683544304,[Respiratory_failure  Gastroenteritis  Abdominal_pain],316,[Death],undirected
,0.683544304,[Angina_pectoris  Pulmonary_embolism  Urinary_tract_infection],316,[Death],undirected
,0.683544304,[Cardiac_failure  Dyspnoea  Cellulitis],316,[Death],undirected
,0.683473389,[Fall  Anaemia  Sepsis],357,[Death],undirected
,0.683431953,[Renal_failure  Chest_pain  Urinary_tract_infection],338,[Death],undirected
,0.683431953,[Bronchitis  Chest_pain  Sepsis],338,[Death],undirected
,0.683431953,[Respiratory_failure  Syncope  Vomiting],338,[Death],undirected
,0.68338558,[Back_pain  Bronchitis  Dyspnoea],319,[Death],undirected
,0.68338558,[Hyperglycaemia  Syncope  Pneumonia],319,[Death],undirected
,0.68338558,[Asthenia  Bronchitis  Diarrhoea],319,[Death],undirected
,0.68338558,[Fall  Diarrhoea  Sepsis],319,[Death],undirected
,0.68338558,[Angina_pectoris  Gastroenteritis  Anaemia],319,[Death],undirected
,0.68338558,[Cerebrovascular_accident  Bronchitis  Abdominal_pain],319,[Death],undirected
,0.68338558,[Gastrointestinal_haemorrhage  Deep_vein_thrombosis  Syncope],319,[Death],undirected
,0.683377309,[Respiratory_failure  Pulmonary_embolism  Myocardial_infarction],379,[Death],undirected
,0.683284457,[Cardiac_arrest  Dyspnoea  Abdominal_pain],341,[Death],undirected
,0.683229814,[Septic_shock  Renal_failure_acute  Pulmonary_embolism],322,[Death],undirected
,0.683229814,[Deep_vein_thrombosis  Myocardial_infarction  Gastroenteritis],322,[Death],undirected
,0.683229814,[Respiratory_failure  Hypotension  Syncope],322,[Death],undirected
,0.683195592,[Acute_myocardial_infarction  Pulmonary_embolism  Myocardial_infarction],363,[Death],undirected
,0.683139535,[Angina_pectoris  Syncope  Sepsis],344,[Death],undirected
,0.683076923,[Cardiac_arrest  Abdominal_pain  Dehydration],325,[Death],undirected
,0.683076923,[Gastrointestinal_haemorrhage  Deep_vein_thrombosis  Urinary_tract_infection],325,[Death],undirected
,0.683076923,[Septic_shock  Renal_failure  Sepsis],325,[Death],undirected
,0.683076923,[Acute_myocardial_infarction  Renal_failure_acute  Dyspnoea],325,[Death],undirected
,0.683076923,[Acute_myocardial_infarction  Chronic_obstructive_pulmonary_disease  Atrial_fibrillation],325,[Death],undirected
,0.682997118,[Bronchitis  Pulmonary_embolism  Abdominal_pain],347,[Death],undirected
,0.682997118,[Renal_failure  Chronic_obstructive_pulmonary_disease  Pneumonia],347,[Death],undirected
,0.682926829,[Gastrointestinal_haemorrhage  Asthenia  Dyspnoea],328,[Death],undirected
,0.682926829,[Chronic_obstructive_pulmonary_disease  Urinary_tract_infection  Anaemia],328,[Death],undirected
,0.682926829,[Septic_shock  Dyspnoea  Anaemia],369,[Death],undirected
,0.682926829,[Asthenia  Renal_failure  Pulmonary_embolism],328,[Death],undirected
,0.682857143,[Gastrointestinal_haemorrhage  Cellulitis  Syncope],350,[Death],undirected
,0.682857143,[Transient_ischaemic_attack  Syncope  Anaemia],350,[Death],undirected
,0.682857143,[Pleural_effusion  Diarrhoea  Atrial_fibrillation],350,[Death],undirected
,0.682857143,[Diarrhoea  Myocardial_infarction  Syncope],350,[Death],undirected
,0.682847896,[Renal_failure_acute  Hypertension  Syncope],309,[Death],undirected
,0.682847896,[Transient_ischaemic_attack  Cellulitis  Sepsis],309,[Death],undirected
,0.682779456,[Angina_pectoris  Pulmonary_embolism  Dyspnoea],331,[Death],undirected
,0.682692308,[Chronic_obstructive_pulmonary_disease  Sepsis  Pyrexia],312,[Death],undirected
,0.682692308,[Asthenia  Atrial_fibrillation  Cellulitis],312,[Death],undirected
,0.682692308,[Septic_shock  Renal_failure  Pyrexia],312,[Death],undirected
,0.682692308,[Respiratory_failure  Chronic_obstructive_pulmonary_disease  Myocardial_infarction],312,[Death],undirected
,0.682634731,[Deep_vein_thrombosis  Bronchitis  Syncope],334,[Death],undirected
,0.68258427,[Deep_vein_thrombosis  Bronchitis  Anaemia],356,[Death],undirected
,0.682539683,[Acute_myocardial_infarction  Chest_pain  Pulmonary_embolism],315,[Death],undirected
,0.682539683,[Cholecystitis  Gastroenteritis  Cellulitis],315,[Death],undirected
,0.682539683,[Cerebrovascular_accident  Hypotension  Myocardial_infarction],315,[Death],undirected
,0.682492582,[Cardiac_failure_congestive  Pulmonary_embolism  Syncope],337,[Death],undirected
,0.682414698,[Cardiac_failure  Bronchitis  Pneumonia],381,[Death],undirected
,0.682389937,[Gastrointestinal_haemorrhage  Pleural_effusion  Diarrhoea],318,[Death],undirected
,0.682389937,[Acute_myocardial_infarction  Bronchitis  Myocardial_infarction],318,[Death],undirected
,0.682389937,[Angina_pectoris  Cerebrovascular_accident  Dehydration],318,[Death],undirected
,0.682389937,[Transient_ischaemic_attack  Renal_failure_acute  Syncope],318,[Death],undirected
,0.682389937,[Hypertension  Pulmonary_embolism  Urinary_tract_infection],318,[Death],undirected
,0.682389937,[Transient_ischaemic_attack  Dyspnoea  Pyrexia],318,[Death],undirected
,0.682352941,[Angina_pectoris  Urinary_tract_infection  Dehydration],340,[Death],undirected
,0.682242991,[Haematuria  Renal_failure_acute  Pneumonia],321,[Death],undirected
,0.682215743,[Haematuria  Sepsis  Pneumonia],343,[Death],undirected
,0.682215743,[Cholecystitis  Dyspnoea  Sepsis],343,[Death],undirected
,0.682080925,[Pleural_effusion  Cerebrovascular_accident  Pulmonary_embolism],346,[Death],undirected
,0.682080925,[Gastrointestinal_haemorrhage  Back_pain  Anaemia],346,[Death],undirected
,0.682065217,[Gastrointestinal_haemorrhage  Renal_failure  Anaemia],368,[Death],undirected
,0.681957187,[Hypokalaemia  Dyspnoea  Sepsis],327,[Death],undirected
,0.681818182,[Cerebrovascular_accident  Bronchitis  Atrial_fibrillation],352,[Death],undirected
,0.681818182,[Convulsion  Pulmonary_embolism  Anaemia],330,[Death],undirected
,0.681818182,[Respiratory_failure  Pulmonary_embolism  Cellulitis],352,[Death],undirected
,0.681697613,[Back_pain  Syncope  Sepsis],377,[Death],undirected
,0.681690141,[Pulmonary_embolism  Gastroenteritis  Atrial_fibrillation],355,[Death],undirected
,0.681672026,[Convulsion  Syncope  Pyrexia],311,[Death],undirected
,0.681672026,[Infection  Dyspnoea  Sepsis],311,[Death],undirected
,0.681672026,[Cardiac_failure_congestive  Gastroenteritis  Syncope],311,[Death],undirected
,0.681564246,[Cardiac_failure  Pleural_effusion  Pneumonia],358,[Death],undirected
,0.681547619,[Cerebrovascular_accident  Gastroenteritis  Abdominal_pain],336,[Death],undirected
,0.681547619,[Asthenia  Renal_failure  Renal_failure_acute],336,[Death],undirected
,0.681547619,[Back_pain  Diarrhoea  Syncope],336,[Death],undirected
,0.681528662,[Depression  Sepsis  Dehydration],314,[Death],undirected
,0.681528662,[Back_pain  Deep_vein_thrombosis  Pleural_effusion],314,[Death],undirected
,0.681528662,[Transient_ischaemic_attack  Anaemia  Dehydration],314,[Death],undirected
,0.681415929,[Gastrointestinal_haemorrhage  Pleural_effusion  Pulmonary_embolism],339,[Death],undirected
,0.681415929,[Bronchitis  Atrial_fibrillation  Pyrexia],339,[Death],undirected
,0.681388013,[Back_pain  Bronchitis  Abdominal_pain],317,[Death],undirected
,0.681318681,[Cardiac_arrest  Hypotension  Pneumonia],364,[Death],undirected
,0.68128655,[Respiratory_failure  Gastroenteritis  Sepsis],342,[Death],undirected
,0.68125,[Fall  Pleural_effusion  Pneumonia],320,[Death],undirected
,0.68125,[Acute_myocardial_infarction  Cerebrovascular_accident  Chest_pain],320,[Death],undirected
,0.68125,[Gastrointestinal_haemorrhage  Cardiac_failure_congestive  Syncope],320,[Death],undirected
,0.68125,[Dizziness  Renal_failure  Pneumonia],320,[Death],undirected
,0.681192661,[Cardiac_failure  Pulmonary_embolism  Pneumonia],436,[Death],undirected
,0.68115942,[Cerebrovascular_accident  Gastroenteritis  Dehydration],345,[Death],undirected
,0.68115942,[Renal_failure_acute  Myocardial_infarction  Gastroenteritis],345,[Death],undirected
,0.68115942,[Hypertension  Diarrhoea  Syncope],345,[Death],undirected
,0.68115942,[Cardiac_failure  Urinary_tract_infection  Sepsis],345,[Death],undirected
,0.68115942,[Pleural_effusion  Cerebrovascular_accident  Dehydration],345,[Death],undirected
,0.681114551,[Cholecystitis  Diarrhoea  Sepsis],323,[Death],undirected
,0.681114551,[Asthenia  Deep_vein_thrombosis  Renal_failure_acute],323,[Death],undirected
,0.681034483,[Gastrointestinal_haemorrhage  Pleural_effusion  Sepsis],348,[Death],undirected
,0.681034483,[Hypertension  Gastroenteritis  Syncope],348,[Death],undirected
,0.680981595,[Renal_failure  Chest_pain  Diarrhoea],326,[Death],undirected
,0.680911681,[Fall  Syncope  Anaemia],351,[Death],undirected
,0.680911681,[Bronchitis  Hypotension  Sepsis],351,[Death],undirected
,0.680904523,[Gastrointestinal_haemorrhage  Pulmonary_embolism  Sepsis],398,[Death],undirected
,0.680851064,[Transient_ischaemic_attack  Urinary_tract_infection  Syncope],329,[Death],undirected
,0.68079096,[Bronchitis  Myocardial_infarction  Syncope],354,[Death],undirected
,0.680722892,[Acute_myocardial_infarction  Anaemia  Pyrexia],332,[Death],undirected
,0.680722892,[Acute_myocardial_infarction  Myocardial_infarction  Dehydration],332,[Death],undirected
,0.680722892,[Cardiac_arrest  Chest_pain  Atrial_fibrillation],332,[Death],undirected
,0.680672269,[Renal_failure  Chest_pain  Dehydration],357,[Death],undirected
,0.680645161,[Deep_vein_thrombosis  Bronchitis  Renal_failure_acute],310,[Death],undirected
,0.680645161,[Cholelithiasis  Atrial_fibrillation  Anaemia],310,[Death],undirected
,0.680645161,[Asthenia  Myocardial_infarction  Dehydration],310,[Death],undirected
,0.680645161,[Dizziness  Hypotension  Sepsis],310,[Death],undirected
,0.680645161,[Cardiac_arrest  Coronary_artery_disease  Pneumonia],310,[Death],undirected
,0.680645161,[Back_pain  Bronchitis  Pyrexia],310,[Death],undirected
,0.680597015,[Transient_ischaemic_attack  Myocardial_infarction  Urinary_tract_infection],335,[Death],undirected
,0.680555556,[Cardiac_failure  Sepsis  Pyrexia],360,[Death],undirected
,0.680555556,[Fall  Dyspnoea  Syncope],360,[Death],undirected
,0.680511182,[Gastritis  Sepsis  Pyrexia],313,[Death],undirected
,0.680379747,[Acute_myocardial_infarction  Cellulitis  Sepsis],316,[Death],undirected
,0.680351906,[Deep_vein_thrombosis  Bronchitis  Dehydration],341,[Death],undirected
,0.680351906,[Deep_vein_thrombosis  Cerebrovascular_accident  Diarrhoea],341,[Death],undirected
,0.680250784,[Asthenia  Cerebrovascular_accident  Dyspnoea],319,[Death],undirected
,0.680250784,[Cardiac_arrest  Pulmonary_embolism  Urinary_tract_infection],319,[Death],undirected
,0.680232558,[Bronchitis  Myocardial_infarction  Urinary_tract_infection],344,[Death],undirected
,0.680232558,[Septic_shock  Anaemia  Dehydration],344,[Death],undirected
,0.680232558,[Chest_pain  Diarrhoea  Myocardial_infarction],344,[Death],undirected
,0.680124224,[Angina_pectoris  Urinary_tract_infection  Gastroenteritis],322,[Death],undirected
,0.680115274,[Respiratory_failure  Chest_pain  Syncope],347,[Death],undirected
,0.680107527,[Cerebrovascular_accident  Cellulitis  Sepsis],372,[Death],undirected
,0.68,[Dizziness  Syncope  Sepsis],350,[Death],undirected
,0.68,[Gastroenteritis  Atrial_fibrillation  Syncope],375,[Death],undirected
,0.68,[Cardiac_failure_congestive  Cerebrovascular_accident  Pulmonary_embolism],325,[Death],undirected
,0.68,[Septic_shock  Diarrhoea  Anaemia],350,[Death],undirected
,0.68,[Respiratory_failure  Syncope  Dehydration],375,[Death],undirected
,0.679886686,[Septic_shock  Pulmonary_embolism  Sepsis],353,[Death],undirected
,0.679775281,[Bronchitis  Myocardial_infarction  Anaemia],356,[Death],undirected
,0.6796875,[Cardiac_failure  Respiratory_failure  Pneumonia],384,[Death],undirected
,0.679665738,[Cardiac_arrest  Anaemia  Pyrexia],359,[Death],undirected
,0.679640719,[Cerebrovascular_accident  Hypotension  Dyspnoea],334,[Death],undirected
,0.67961165,[Hyperglycaemia  Sepsis  Dehydration],309,[Death],undirected
,0.67961165,[Convulsion  Urinary_tract_infection  Dyspnoea],309,[Death],undirected
,0.67961165,[Cholecystitis  Pleural_effusion  Pneumonia],309,[Death],undirected
,0.67961165,[Asthenia  Convulsion  Dyspnoea],309,[Death],undirected
,0.679558011,[Bronchitis  Pulmonary_embolism  Urinary_tract_infection],362,[Death],undirected
,0.679487179,[Dizziness  Urinary_tract_infection  Anaemia],312,[Death],undirected
,0.679487179,[Asthenia  Hypertension  Anaemia],312,[Death],undirected
,0.679487179,[Septic_shock  Hypotension  Sepsis],312,[Death],undirected
,0.679365079,[Fall  Atrial_fibrillation  Abdominal_pain],315,[Death],undirected
,0.679365079,[Convulsion  Dyspnoea  Syncope],315,[Death],undirected
,0.679365079,[Angina_pectoris  Bronchitis  Myocardial_infarction],315,[Death],undirected
,0.679365079,[Cardiac_failure_congestive  Respiratory_failure  Pulmonary_embolism],315,[Death],undirected
,0.679347826,[Renal_failure  Syncope  Pyrexia],368,[Death],undirected
,0.679300292,[Coronary_artery_disease  Atrial_fibrillation  Syncope],343,[Death],undirected
,0.679300292,[Respiratory_failure  Myocardial_infarction  Urinary_tract_infection],343,[Death],undirected
,0.679300292,[Gastrointestinal_haemorrhage  Cardiac_failure_congestive  Dyspnoea],343,[Death],undirected
,0.679300292,[Cholecystitis  Sepsis  Pyrexia],343,[Death],undirected
,0.679300292,[Angina_pectoris  Renal_failure_acute  Syncope],343,[Death],undirected
,0.679245283,[Hypotension  Gastroenteritis  Sepsis],371,[Death],undirected
,0.679245283,[Asthenia  Renal_failure_acute  Atrial_fibrillation],318,[Death],undirected
,0.679245283,[Angina_pectoris  Renal_failure_acute  Dehydration],318,[Death],undirected
,0.679245283,[Cardiac_failure_congestive  Chronic_obstructive_pulmonary_disease  Dyspnoea],318,[Death],undirected
,0.679245283,[Septic_shock  Respiratory_failure  Renal_failure_acute],318,[Death],undirected
,0.679190751,[Cardiac_failure  Dyspnoea  Abdominal_pain],346,[Death],undirected
,0.679144385,[Pulmonary_embolism  Gastroenteritis  Dyspnoea],374,[Death],undirected
,0.679144385,[Renal_failure  Myocardial_infarction  Anaemia],374,[Death],undirected
,0.679127726,[Pleural_effusion  Gastroenteritis  Dehydration],321,[Death],undirected
,0.679127726,[Convulsion  Pulmonary_embolism  Sepsis],321,[Death],undirected
,0.679104478,[Cardiac_arrest  Syncope  Pneumonia],402,[Death],undirected
,0.679083095,[Dizziness  Anaemia  Sepsis],349,[Death],undirected
,0.679045093,[Respiratory_failure  Atrial_fibrillation  Dehydration],377,[Death],undirected
,0.679012346,[Angina_pectoris  Chest_pain  Sepsis],324,[Death],undirected
,0.678899083,[Pleural_effusion  Chest_pain  Diarrhoea],327,[Death],undirected
,0.678899083,[Septic_shock  Pulmonary_embolism  Dehydration],327,[Death],undirected
,0.678851175,[Cardiac_failure  Renal_failure  Pneumonia],383,[Death],undirected
,0.678787879,[Back_pain  Cerebrovascular_accident  Chest_pain],330,[Death],undirected
,0.678756477,[Gastrointestinal_haemorrhage  Myocardial_infarction  Anaemia],386,[Death],undirected
,0.678743961,[Respiratory_failure  Atrial_fibrillation  Dyspnoea],414,[Death],undirected
,0.678678679,[Chronic_obstructive_pulmonary_disease  Myocardial_infarction  Anaemia],333,[Death],undirected
,0.67867036,[Cardiac_arrest  Pulmonary_embolism  Atrial_fibrillation],361,[Death],undirected
,0.678571429,[Respiratory_failure  Cellulitis  Syncope],364,[Death],undirected
,0.678571429,[Deep_vein_thrombosis  Bronchitis  Atrial_fibrillation],336,[Death],undirected
,0.678571429,[Angina_pectoris  Anaemia  Dehydration],336,[Death],undirected
,0.678456592,[Gastrointestinal_haemorrhage  Cardiac_failure_congestive  Urinary_tract_infection],311,[Death],undirected
,0.67839196,[Renal_failure  Syncope  Sepsis],398,[Death],undirected
,0.678362573,[Deep_vein_thrombosis  Gastroenteritis  Dehydration],342,[Death],undirected
,0.678343949,[Infection  Diarrhoea  Sepsis],314,[Death],undirected
,0.678343949,[Depression  Anaemia  Pyrexia],314,[Death],undirected
,0.678304239,[Cardiac_failure  Chest_pain  Pneumonia],401,[Death],undirected
,0.678233438,[Convulsion  Urinary_tract_infection  Anaemia],317,[Death],undirected
,0.678233438,[Acute_myocardial_infarction  Deep_vein_thrombosis  Pulmonary_embolism],317,[Death],undirected
,0.67816092,[Gastroenteritis  Syncope  Sepsis],435,[Death],undirected
,0.67816092,[Myocardial_infarction  Gastroenteritis  Abdominal_pain],348,[Death],undirected
,0.67816092,[Pulmonary_embolism  Myocardial_infarction  Gastroenteritis],348,[Death],undirected
,0.67816092,[Cardiac_arrest  Urinary_tract_infection  Sepsis],348,[Death],undirected
,0.678125,[Asthenia  Chest_pain  Sepsis],320,[Death],undirected
,0.678125,[Hypertension  Hypotension  Anaemia],320,[Death],undirected
,0.678100264,[Acute_myocardial_infarction  Respiratory_failure  Pneumonia],379,[Death],undirected
,0.678018576,[Acute_myocardial_infarction  Cerebrovascular_accident  Urinary_tract_infection],323,[Death],undirected
,0.678018576,[Respiratory_failure  Back_pain  Dehydration],323,[Death],undirected
,0.678018576,[Dizziness  Cellulitis  Anaemia],323,[Death],undirected
,0.677966102,[Deep_vein_thrombosis  Gastroenteritis  Anaemia],354,[Death],undirected
,0.677966102,[Pleural_effusion  Myocardial_infarction  Dehydration],354,[Death],undirected
,0.677966102,[Cerebrovascular_accident  Dyspnoea  Sepsis],413,[Death],undirected
,0.67791411,[Hypertension  Diarrhoea  Gastroenteritis],326,[Death],undirected
,0.67791411,[Hypertension  Chest_pain  Sepsis],326,[Death],undirected
,0.67791411,[Septic_shock  Abdominal_pain  Anaemia],326,[Death],undirected
,0.67781155,[Cardiac_arrest  Abdominal_pain  Pyrexia],329,[Death],undirected
,0.67781155,[Asthenia  Respiratory_failure  Abdominal_pain],329,[Death],undirected
,0.67781155,[Pleural_effusion  Cerebrovascular_accident  Renal_failure_acute],329,[Death],undirected
,0.677777778,[Back_pain  Pleural_effusion  Sepsis],360,[Death],undirected
,0.677777778,[Hypertension  Gastroenteritis  Sepsis],360,[Death],undirected
,0.67761194,[Angina_pectoris  Myocardial_infarction  Gastroenteritis],335,[Death],undirected
,0.67761194,[Haemoptysis  Sepsis  Pneumonia],335,[Death],undirected
,0.67761194,[Angina_pectoris  Renal_failure_acute  Dyspnoea],335,[Death],undirected
,0.677514793,[Gastrointestinal_haemorrhage  Chest_pain  Urinary_tract_infection],338,[Death],undirected
