Index,Confidence,Triple disease,Frequency (arms#),Target,type
,0.628726287,[Chronic_obstructive_pulmonary_disease  Pleural_effusion  Pneumonia],369,[Death],undirected
,0.628726287,[Cerebrovascular_accident  Diarrhoea  Vomiting],369,[Death],undirected
,0.628726287,[Angina_pectoris  Atrial_fibrillation  Cellulitis],369,[Death],undirected
,0.628712871,[Respiratory_failure  Deep_vein_thrombosis  Pulmonary_embolism],404,[Death],undirected
,0.628654971,[Bronchopneumonia  Diarrhoea  Pneumonia],342,[Death],undirected
,0.628647215,[Acute_myocardial_infarction  Deep_vein_thrombosis  Pneumonia],377,[Death],undirected
,0.628640777,[Hypoglycaemia  Anaemia  Pneumonia],412,[Death],undirected
,0.628635347,[Renal_failure  Chest_pain  Pneumonia],447,[Death],undirected
,0.628571429,[Renal_failure  Hypotension  Anaemia],350,[Death],undirected
,0.628571429,[Diarrhoea  Myocardial_infarction  Urinary_tract_infection],385,[Death],undirected
,0.62849162,[Cardiac_failure_congestive  Renal_failure_acute  Urinary_tract_infection],358,[Death],undirected
,0.628440367,[Back_pain  Anaemia  Sepsis],436,[Death],undirected
,0.628428928,[Deep_vein_thrombosis  Renal_failure_acute  Diarrhoea],401,[Death],undirected
,0.628415301,[Thrombocytopenia  Gastroenteritis  Pneumonia],366,[Death],undirected
,0.628392484,[Cardiac_arrest  Atrial_fibrillation  Pneumonia],479,[Death],undirected
,0.628336756,[Respiratory_failure  Syncope  Pneumonia],487,[Death],undirected
,0.628318584,[Asthenia  Chest_pain  Dehydration],339,[Death],undirected
,0.628318584,[Respiratory_failure  Chest_pain  Cellulitis],339,[Death],undirected
,0.628242075,[Hypokalaemia  Anaemia  Vomiting],347,[Death],undirected
,0.628169014,[Transient_ischaemic_attack  Diarrhoea  Pneumonia],355,[Death],undirected
,0.628140704,[Pleural_effusion  Diarrhoea  Urinary_tract_infection],398,[Death],undirected
,0.628032345,[Hyponatraemia  Anaemia  Vomiting],371,[Death],undirected
,0.628019324,[Pleural_effusion  Syncope  Dehydration],414,[Death],undirected
,0.62797619,[Cardiac_failure_congestive  Abdominal_pain  Syncope],336,[Death],undirected
,0.627968338,[Cardiac_failure_congestive  Renal_failure  Pneumonia],379,[Death],undirected
,0.627906977,[Pleural_effusion  Abdominal_pain  Syncope],387,[Death],undirected
,0.627906977,[Cholecystitis  Diarrhoea  Pneumonia],387,[Death],undirected
,0.627906977,[Respiratory_failure  Pulmonary_embolism  Nausea],344,[Death],undirected
,0.627906977,[Back_pain  Abdominal_pain  Syncope],387,[Death],undirected
,0.627906977,[Fall  Pyrexia  Dehydration],344,[Death],undirected
,0.627840909,[Angina_pectoris  Hypotension  Pneumonia],352,[Death],undirected
,0.627802691,[Cholecystitis  Sepsis  Pneumonia],446,[Death],undirected
,0.627753304,[Pulmonary_embolism  Dyspnoea  Syncope],454,[Death],undirected
,0.627717391,[Hyponatraemia  Diarrhoea  Vomiting],368,[Death],undirected
,0.627717391,[Hypertension  Cellulitis  Dehydration],368,[Death],undirected
,0.627684964,[Myocardial_infarction  Urinary_tract_infection  Abdominal_pain],419,[Death],undirected
,0.627684964,[Chest_pain  Myocardial_infarction  Urinary_tract_infection],419,[Death],undirected
,0.62763466,[Renal_failure  Urinary_tract_infection  Anaemia],427,[Death],undirected
,0.627565982,[Cardiac_failure_congestive  Myocardial_infarction  Abdominal_pain],341,[Death],undirected
,0.627565982,[Thrombocytopenia  Diarrhoea  Syncope],341,[Death],undirected
,0.62755102,[Asthenia  Renal_failure_acute  Dyspnoea],392,[Death],undirected
,0.62755102,[Gastrointestinal_haemorrhage  Pulmonary_embolism  Abdominal_pain],392,[Death],undirected
,0.627507163,[Myocardial_infarction  Syncope  Vomiting],349,[Death],undirected
,0.6275,[Bronchitis  Abdominal_pain  Anaemia],400,[Death],undirected
,0.62745098,[Bronchitis  Sepsis  Pyrexia],459,[Death],undirected
,0.62745098,[Osteoarthritis  Bronchitis  Pneumonia],357,[Death],undirected
,0.627403846,[Septic_shock  Respiratory_failure  Pneumonia],416,[Death],undirected
,0.627403846,[Bronchitis  Hypotension  Pneumonia],416,[Death],undirected
,0.62739726,[Respiratory_failure  Nausea  Sepsis],365,[Death],undirected
,0.62739726,[Convulsion  Anaemia  Vomiting],365,[Death],undirected
,0.627345845,[Pleural_effusion  Pulmonary_embolism  Cellulitis],373,[Death],undirected
,0.627345845,[Cerebrovascular_accident  Abdominal_pain  Cellulitis],373,[Death],undirected
,0.627329193,[Urinary_tract_infection  Atrial_fibrillation  Syncope],483,[Death],undirected
,0.627314815,[Bronchitis  Cellulitis  Sepsis],432,[Death],undirected
,0.627314815,[Pulmonary_embolism  Diarrhoea  Atrial_fibrillation],432,[Death],undirected
,0.627296588,[Gastritis  Sepsis  Pneumonia],381,[Death],undirected
,0.627296588,[Bronchitis  Urinary_tract_infection  Cellulitis],381,[Death],undirected
,0.627254509,[Atrial_fibrillation  Dyspnoea  Sepsis],499,[Death],undirected
,0.627249357,[Chest_pain  Pulmonary_embolism  Diarrhoea],389,[Death],undirected
,0.627218935,[Arthralgia  Sepsis  Vomiting],338,[Death],undirected
,0.627218935,[Fall  Dyspnoea  Vomiting],338,[Death],undirected
,0.627218935,[Hypertension  Urinary_tract_infection  Pyrexia],338,[Death],undirected
,0.627218935,[Arthralgia  Sepsis  Pyrexia],338,[Death],undirected
,0.62716763,[Asthenia  Back_pain  Dehydration],346,[Death],undirected
,0.627160494,[Renal_failure  Pulmonary_embolism  Abdominal_pain],405,[Death],undirected
,0.627118644,[Deep_vein_thrombosis  Hypotension  Anaemia],354,[Death],undirected
,0.627118644,[Hypertension  Anaemia  Dehydration],413,[Death],undirected
,0.627118644,[Chest_pain  Pulmonary_embolism  Syncope],413,[Death],undirected
,0.627071823,[Septic_shock  Renal_failure_acute  Sepsis],362,[Death],undirected
,0.627027027,[Chest_pain  Diarrhoea  Syncope],370,[Death],undirected
,0.626984127,[Hyponatraemia  Anaemia  Dehydration],378,[Death],undirected
,0.626984127,[Cardiac_failure_congestive  Dyspnoea  Dehydration],378,[Death],undirected
,0.626984127,[Renal_failure  Atrial_fibrillation  Abdominal_pain],378,[Death],undirected
,0.626984127,[Cardiac_failure_congestive  Anaemia  Pyrexia],378,[Death],undirected
,0.626984127,[Cerebrovascular_accident  Sepsis  Vomiting],378,[Death],undirected
,0.626966292,[Chronic_obstructive_pulmonary_disease  Pulmonary_embolism  Pneumonia],445,[Death],undirected
,0.626943005,[Constipation  Pulmonary_embolism  Pneumonia],386,[Death],undirected
,0.626943005,[Chest_pain  Gastroenteritis  Dyspnoea],386,[Death],undirected
,0.626865672,[Pulmonary_embolism  Myocardial_infarction  Atrial_fibrillation],469,[Death],undirected
,0.626865672,[Deep_vein_thrombosis  Pleural_effusion  Anaemia],402,[Death],undirected
,0.626865672,[Pulmonary_embolism  Diarrhoea  Cellulitis],402,[Death],undirected
,0.626794258,[Back_pain  Syncope  Dehydration],418,[Death],undirected
,0.626780627,[Cardiac_failure_congestive  Renal_failure_acute  Dehydration],351,[Death],undirected
,0.626780627,[Angina_pectoris  Anaemia  Pyrexia],351,[Death],undirected
,0.626780627,[Pleural_effusion  Hypotension  Pyrexia],351,[Death],undirected
,0.626740947,[Renal_failure  Hypotension  Atrial_fibrillation],359,[Death],undirected
,0.626728111,[Urinary_tract_infection  Gastroenteritis  Anaemia],434,[Death],undirected
,0.626728111,[Gastrointestinal_haemorrhage  Renal_failure_acute  Anaemia],434,[Death],undirected
,0.626696833,[Renal_failure_acute  Myocardial_infarction  Atrial_fibrillation],442,[Death],undirected
,0.626631854,[Cardiac_failure_congestive  Renal_failure_acute  Anaemia],383,[Death],undirected
,0.626598465,[Renal_failure_acute  Diarrhoea  Atrial_fibrillation],391,[Death],undirected
,0.626506024,[Pleural_effusion  Pulmonary_embolism  Diarrhoea],415,[Death],undirected
,0.626470588,[Cardiac_failure_congestive  Urinary_tract_infection  Pyrexia],340,[Death],undirected
,0.626470588,[Infection  Dyspnoea  Anaemia],340,[Death],undirected
,0.626470588,[General_physical_health_deterioration  Sepsis  Pneumonia],340,[Death],undirected
,0.626470588,[Constipation  Back_pain  Dehydration],340,[Death],undirected
,0.626470588,[Diverticulitis  Atrial_fibrillation  Pneumonia],340,[Death],undirected
,0.626373626,[Dizziness  Pyrexia  Dehydration],364,[Death],undirected
,0.626373626,[Depression  Urinary_tract_infection  Pneumonia],364,[Death],undirected
,0.626344086,[Dizziness  Hypotension  Pneumonia],372,[Death],undirected
,0.626326964,[Diarrhoea  Gastroenteritis  Sepsis],471,[Death],undirected
,0.626304802,[Myocardial_infarction  Atrial_fibrillation  Dyspnoea],479,[Death],undirected
,0.626237624,[Pulmonary_embolism  Myocardial_infarction  Abdominal_pain],404,[Death],undirected
,0.626213592,[Respiratory_failure  Abdominal_pain  Dehydration],412,[Death],undirected
,0.626204239,[Gastroenteritis  Anaemia  Sepsis],519,[Death],undirected
,0.626190476,[Transient_ischaemic_attack  Dyspnoea  Pneumonia],420,[Death],undirected
,0.626126126,[Myocardial_infarction  Urinary_tract_infection  Dyspnoea],444,[Death],undirected
,0.62611276,[Osteoarthritis  Dehydration  Pneumonia],337,[Death],undirected
,0.625994695,[Hypertension  Cellulitis  Syncope],377,[Death],undirected
,0.625994695,[Chest_pain  Gastroenteritis  Anaemia],377,[Death],undirected
,0.625954198,[Back_pain  Pleural_effusion  Dehydration],393,[Death],undirected
,0.62591687,[Angina_pectoris  Atrial_fibrillation  Dyspnoea],409,[Death],undirected
,0.625866051,[Pulmonary_embolism  Urinary_tract_infection  Syncope],433,[Death],undirected
,0.625779626,[Myocardial_infarction  Atrial_fibrillation  Syncope],481,[Death],undirected
,0.625714286,[Hyperglycaemia  Diarrhoea  Pneumonia],350,[Death],undirected
,0.625698324,[Bronchitis  Nausea  Pyrexia],358,[Death],undirected
,0.62568306,[Back_pain  Dyspnoea  Cellulitis],366,[Death],undirected
,0.625668449,[Gastrointestinal_haemorrhage  Pulmonary_embolism  Vomiting],374,[Death],undirected
,0.625641026,[Cardiac_failure_congestive  Myocardial_infarction  Anaemia],390,[Death],undirected
,0.625514403,[Myocardial_infarction  Atrial_fibrillation  Anaemia],486,[Death],undirected
,0.625360231,[Abdominal_pain_upper  Anaemia  Pneumonia],347,[Death],undirected
,0.625329815,[Septic_shock  Diarrhoea  Pyrexia],379,[Death],undirected
,0.625322997,[Septic_shock  Dyspnoea  Pyrexia],387,[Death],undirected
,0.625322997,[Renal_failure  Diarrhoea  Urinary_tract_infection],387,[Death],undirected
,0.625322997,[Fatigue  Dyspnoea  Sepsis],387,[Death],undirected
,0.625298329,[Renal_failure  Urinary_tract_infection  Dehydration],419,[Death],undirected
,0.625287356,[Septic_shock  Dyspnoea  Pneumonia],435,[Death],undirected
,0.625287356,[Chest_pain  Pulmonary_embolism  Anaemia],435,[Death],undirected
,0.625267666,[Asthenia  Diarrhoea  Sepsis],467,[Death],undirected
,0.625,[Asthenia  Deep_vein_thrombosis  Dehydration],392,[Death],undirected
,0.625,[Myocardial_infarction  Abdominal_pain  Nausea],336,[Death],undirected
,0.625,[Bronchitis  Gastroenteritis  Vomiting],344,[Death],undirected
,0.625,[Hyperglycaemia  Sepsis  Pneumonia],376,[Death],undirected
,0.625,[Myocardial_infarction  Urinary_tract_infection  Vomiting],360,[Death],undirected
,0.625,[Angina_pectoris  Atrial_fibrillation  Anaemia],408,[Death],undirected
,0.625,[Chest_pain  Urinary_tract_infection  Atrial_fibrillation],440,[Death],undirected
,0.625,[Intestinal_obstruction  Anaemia  Pneumonia],344,[Death],undirected
,0.625,[Hypertension  Sepsis  Vomiting],400,[Death],undirected
,0.625,[Asthenia  Abdominal_pain  Syncope],368,[Death],undirected
,0.625,[Asthenia  Hypotension  Abdominal_pain],336,[Death],undirected
,0.625,[Arthralgia  Sepsis  Dehydration],352,[Death],undirected
,0.625,[Bronchitis  Diarrhoea  Dyspnoea],440,[Death],undirected
,0.62472885,[Gastroenteritis  Cellulitis  Sepsis],461,[Death],undirected
,0.624708625,[Fall  Sepsis  Pneumonia],429,[Death],undirected
,0.624708625,[Cerebrovascular_accident  Chest_pain  Atrial_fibrillation],429,[Death],undirected
,0.624703088,[Gastroenteritis  Abdominal_pain  Sepsis],421,[Death],undirected
,0.624703088,[Cardiac_failure_congestive  Dyspnoea  Anaemia],421,[Death],undirected
,0.624697337,[Pleural_effusion  Atrial_fibrillation  Abdominal_pain],413,[Death],undirected
,0.624691358,[Gastrointestinal_haemorrhage  Diarrhoea  Anaemia],405,[Death],undirected
,0.624691358,[Bronchitis  Urinary_tract_infection  Dehydration],405,[Death],undirected
,0.624685139,[Gastrointestinal_haemorrhage  Diarrhoea  Dehydration],397,[Death],undirected
,0.624664879,[Fall  Pulmonary_embolism  Pneumonia],373,[Death],undirected
,0.624641834,[Dizziness  Hypotension  Vomiting],349,[Death],undirected
,0.624641834,[Septic_shock  Sepsis  Vomiting],349,[Death],undirected
,0.624633431,[Cholecystitis  Dyspnoea  Cellulitis],341,[Death],undirected
,0.624633431,[Myocardial_infarction  Anaemia  Nausea],341,[Death],undirected
,0.624454148,[Respiratory_failure  Cerebrovascular_accident  Pneumonia],458,[Death],undirected
,0.624434389,[Hypotension  Cellulitis  Sepsis],442,[Death],undirected
,0.624413146,[Hypertension  Syncope  Dehydration],426,[Death],undirected
,0.624413146,[Angina_pectoris  Atrial_fibrillation  Syncope],426,[Death],undirected
,0.624413146,[Hypertension  Sepsis  Dehydration],426,[Death],undirected
,0.624390244,[Bronchitis  Dyspnoea  Abdominal_pain],410,[Death],undirected
,0.624390244,[Hypertension  Dyspnoea  Dehydration],410,[Death],undirected
,0.624277457,[Arthralgia  Dyspnoea  Pyrexia],346,[Death],undirected
,0.624277457,[Hypertension  Myocardial_infarction  Abdominal_pain],346,[Death],undirected
,0.624277457,[Back_pain  Chest_pain  Cellulitis],346,[Death],undirected
,0.624260355,[Asthenia  Back_pain  Vomiting],338,[Death],undirected
,0.624260355,[Asthenia  Chest_pain  Abdominal_pain],338,[Death],undirected
,0.624260355,[Oedema_peripheral  Diarrhoea  Pneumonia],338,[Death],undirected
,0.624161074,[Pleural_effusion  Pulmonary_embolism  Sepsis],447,[Death],undirected
,0.62412993,[Constipation  Sepsis  Dehydration],431,[Death],undirected
,0.62412993,[Deep_vein_thrombosis  Syncope  Dehydration],431,[Death],undirected
,0.624096386,[Pleural_effusion  Renal_failure_acute  Sepsis],415,[Death],undirected
,0.624096386,[Respiratory_failure  Chronic_obstructive_pulmonary_disease  Pneumonia],415,[Death],undirected
,0.624078624,[Myocardial_infarction  Abdominal_pain  Syncope],407,[Death],undirected
,0.62406015,[Angina_pectoris  Gastroenteritis  Pneumonia],399,[Death],undirected
,0.62406015,[Dizziness  Atrial_fibrillation  Pneumonia],399,[Death],undirected
,0.62406015,[Hypertension  Hypotension  Dehydration],399,[Death],undirected
,0.624040921,[Renal_failure  Pleural_effusion  Dyspnoea],391,[Death],undirected
,0.624020888,[Transient_ischaemic_attack  Dehydration  Pneumonia],383,[Death],undirected
,0.624020888,[Myocardial_infarction  Sepsis  Vomiting],383,[Death],undirected
,0.624,[Acute_myocardial_infarction  Gastroenteritis  Pneumonia],375,[Death],undirected
,0.623955432,[Hypoglycaemia  Pyrexia  Pneumonia],359,[Death],undirected
,0.623955432,[Pancreatitis  Syncope  Pneumonia],359,[Death],undirected
,0.623955432,[Osteoarthritis  Sepsis  Pneumonia],359,[Death],undirected
,0.623955432,[Myocardial_infarction  Atrial_fibrillation  Vomiting],359,[Death],undirected
,0.623906706,[Constipation  Renal_failure_acute  Pneumonia],343,[Death],undirected
,0.623831776,[Hypotension  Syncope  Pyrexia],428,[Death],undirected
,0.623831776,[Gastroenteritis  Dyspnoea  Cellulitis],428,[Death],undirected
,0.623786408,[Acute_myocardial_infarction  Dehydration  Pneumonia],412,[Death],undirected
,0.623786408,[Pleural_effusion  Gastroenteritis  Pneumonia],412,[Death],undirected
,0.623786408,[Back_pain  Diarrhoea  Anaemia],412,[Death],undirected
,0.62371134,[Chest_pain  Pulmonary_embolism  Cellulitis],388,[Death],undirected
,0.62371134,[Convulsion  Diarrhoea  Dehydration],388,[Death],undirected
,0.62371134,[Cardiac_failure_congestive  Cerebrovascular_accident  Myocardial_infarction],388,[Death],undirected
,0.623684211,[Cholelithiasis  Diarrhoea  Pneumonia],380,[Death],undirected
,0.623655914,[Convulsion  Cellulitis  Pyrexia],372,[Death],undirected
,0.623632385,[Renal_failure  Renal_failure_acute  Dyspnoea],457,[Death],undirected
,0.623595506,[Convulsion  Abdominal_pain  Dehydration],356,[Death],undirected
,0.623582766,[Pleural_effusion  Urinary_tract_infection  Anaemia],441,[Death],undirected
,0.623529412,[Deep_vein_thrombosis  Gastroenteritis  Cellulitis],340,[Death],undirected
,0.623529412,[Deep_vein_thrombosis  Dyspnoea  Syncope],425,[Death],undirected
,0.623529412,[Oedema_peripheral  Dehydration  Pneumonia],340,[Death],undirected
,0.623529412,[Chronic_obstructive_pulmonary_disease  Cellulitis  Syncope],340,[Death],undirected
,0.623471883,[Back_pain  Atrial_fibrillation  Dehydration],409,[Death],undirected
,0.623441397,[Renal_failure  Pleural_effusion  Sepsis],401,[Death],undirected
,0.623348018,[Back_pain  Pleural_effusion  Pneumonia],454,[Death],undirected
,0.623342175,[Hyponatraemia  Dyspnoea  Vomiting],377,[Death],undirected
,0.623342175,[Hypertension  Urinary_tract_infection  Dehydration],377,[Death],undirected
,0.623268698,[Renal_failure  Hypotension  Dyspnoea],361,[Death],undirected
,0.623229462,[Thrombocytopenia  Pulmonary_embolism  Sepsis],353,[Death],undirected
,0.623229462,[Pleural_effusion  Chest_pain  Vomiting],353,[Death],undirected
,0.623188406,[Hypotension  Urinary_tract_infection  Atrial_fibrillation],414,[Death],undirected
,0.623152709,[Hypotension  Pulmonary_embolism  Sepsis],406,[Death],undirected
,0.623152709,[Chest_pain  Diarrhoea  Sepsis],406,[Death],undirected
,0.623152709,[Constipation  Syncope  Dehydration],406,[Death],undirected
,0.623145401,[Convulsion  Diarrhoea  Abdominal_pain],337,[Death],undirected
,0.623145401,[Cardiac_failure_congestive  Anaemia  Vomiting],337,[Death],undirected
,0.623145401,[Thrombocytopenia  Deep_vein_thrombosis  Anaemia],337,[Death],undirected
,0.623134328,[Dyspnoea  Syncope  Sepsis],536,[Death],undirected
,0.623115578,[Fall  Chest_pain  Pneumonia],398,[Death],undirected
,0.623036649,[Hypoglycaemia  Dyspnoea  Pneumonia],382,[Death],undirected
,0.623036649,[Hypokalaemia  Sepsis  Pneumonia],382,[Death],undirected
,0.622994652,[Pneumothorax  Pyrexia  Pneumonia],374,[Death],undirected
,0.62295082,[Chronic_obstructive_pulmonary_disease  Gastroenteritis  Pneumonia],366,[Death],undirected
,0.62295082,[Renal_failure_acute  Gastroenteritis  Cellulitis],366,[Death],undirected
,0.62295082,[Back_pain  Pulmonary_embolism  Dyspnoea],427,[Death],undirected
,0.62295082,[Myocardial_infarction  Gastroenteritis  Cellulitis],366,[Death],undirected
,0.622905028,[Hypotension  Diarrhoea  Urinary_tract_infection],358,[Death],undirected
,0.622905028,[Bronchitis  Chest_pain  Cellulitis],358,[Death],undirected
,0.622871046,[Myocardial_infarction  Cellulitis  Sepsis],411,[Death],undirected
,0.622828784,[Fatigue  Sepsis  Pyrexia],403,[Death],undirected
,0.622807018,[Myocardial_infarction  Nausea  Pyrexia],342,[Death],undirected
,0.622807018,[Hypertension  Nausea  Pyrexia],342,[Death],undirected
,0.622807018,[Hyperglycaemia  Vomiting  Pneumonia],342,[Death],undirected
,0.622739018,[Asthenia  Fatigue  Pneumonia],387,[Death],undirected
,0.622739018,[Fall  Diarrhoea  Pneumonia],387,[Death],undirected
,0.622727273,[Renal_failure  Diarrhoea  Anaemia],440,[Death],undirected
,0.622691293,[Hypertension  Dyspnoea  Abdominal_pain],379,[Death],undirected
,0.622691293,[Cerebrovascular_accident  Dyspnoea  Vomiting],379,[Death],undirected
,0.622641509,[Myocardial_infarction  Abdominal_pain  Dehydration],424,[Death],undirected
,0.622641509,[Coronary_artery_disease  Cerebrovascular_accident  Atrial_fibrillation],371,[Death],undirected
,0.622589532,[Cardiac_failure_congestive  Chronic_obstructive_pulmonary_disease  Atrial_fibrillation],363,[Death],undirected
,0.62254902,[Cardiac_failure_congestive  Atrial_fibrillation  Syncope],408,[Death],undirected
,0.62244898,[Dizziness  Urinary_tract_infection  Pneumonia],392,[Death],undirected
,0.622418879,[Angina_pectoris  Abdominal_pain  Anaemia],339,[Death],undirected
,0.622395833,[Coronary_artery_disease  Dyspnoea  Pneumonia],384,[Death],undirected
,0.622395833,[Asthenia  Diarrhoea  Cellulitis],384,[Death],undirected
,0.622362869,[Urinary_tract_infection  Syncope  Sepsis],474,[Death],undirected
,0.622340426,[Myocardial_infarction  Cellulitis  Pyrexia],376,[Death],undirected
,0.622317597,[Respiratory_failure  Sepsis  Pyrexia],466,[Death],undirected
,0.622270742,[Renal_failure  Dyspnoea  Sepsis],458,[Death],undirected
,0.622222222,[Gastroenteritis  Sepsis  Vomiting],450,[Death],undirected
,0.622222222,[Hypotension  Diarrhoea  Atrial_fibrillation],360,[Death],undirected
,0.622176591,[Renal_failure  Syncope  Pneumonia],487,[Death],undirected
,0.622171946,[Pulmonary_embolism  Cellulitis  Sepsis],442,[Death],undirected
,0.622171946,[Gastrointestinal_haemorrhage  Anaemia  Dehydration],442,[Death],undirected
,0.622166247,[Cerebrovascular_accident  Abdominal_pain  Pyrexia],397,[Death],undirected
,0.622137405,[Gastrointestinal_haemorrhage  Sepsis  Pneumonia],524,[Death],undirected
,0.622119816,[Transient_ischaemic_attack  Anaemia  Pneumonia],434,[Death],undirected
,0.622107969,[Cholelithiasis  Bronchitis  Pneumonia],389,[Death],undirected
,0.622093023,[Deep_vein_thrombosis  Renal_failure_acute  Chest_pain],344,[Death],undirected
,0.622009569,[Diarrhoea  Urinary_tract_infection  Atrial_fibrillation],418,[Death],undirected
,0.621983914,[Asthenia  Deep_vein_thrombosis  Abdominal_pain],373,[Death],undirected
,0.621978022,[Gastrointestinal_haemorrhage  Chest_pain  Pneumonia],455,[Death],undirected
,0.621923937,[Asthenia  Syncope  Dehydration],447,[Death],undirected
,0.621917808,[Asthenia  Fatigue  Vomiting],365,[Death],undirected
,0.621848739,[Angina_pectoris  Myocardial_infarction  Cellulitis],357,[Death],undirected
,0.621776504,[Constipation  Deep_vein_thrombosis  Pneumonia],349,[Death],undirected
,0.621761658,[Depression  Pyrexia  Pneumonia],386,[Death],undirected
,0.621761658,[Gastrointestinal_haemorrhage  Sepsis  Vomiting],386,[Death],undirected
,0.621749409,[Angina_pectoris  Pulmonary_embolism  Pneumonia],423,[Death],undirected
,0.62170088,[Oedema_peripheral  Urinary_tract_infection  Pneumonia],341,[Death],undirected
,0.621693122,[Gastritis  Dyspnoea  Pneumonia],378,[Death],undirected
,0.621621622,[Angina_pectoris  Chest_pain  Myocardial_infarction],407,[Death],undirected
,0.621559633,[Cerebrovascular_accident  Hypertension  Pneumonia],436,[Death],undirected
,0.621553885,[Diarrhoea  Gastroenteritis  Cellulitis],399,[Death],undirected
,0.621546961,[Hypotension  Urinary_tract_infection  Cellulitis],362,[Death],undirected
,0.621483376,[Cardiac_failure_congestive  Urinary_tract_infection  Atrial_fibrillation],391,[Death],undirected
,0.621483376,[Hyponatraemia  Dyspnoea  Pyrexia],391,[Death],undirected
,0.621468927,[Cholecystitis  Cellulitis  Syncope],354,[Death],undirected
,0.62145749,[Cardiac_failure  Anaemia  Pneumonia],494,[Death],undirected
,0.621428571,[Renal_failure_acute  Gastroenteritis  Anaemia],420,[Death],undirected
,0.621409922,[Renal_failure_acute  Chest_pain  Pyrexia],383,[Death],undirected
,0.621359223,[Diarrhoea  Myocardial_infarction  Pyrexia],412,[Death],undirected
,0.621338912,[Urinary_tract_infection  Atrial_fibrillation  Dehydration],478,[Death],undirected
,0.621333333,[Transient_ischaemic_attack  Angina_pectoris  Pneumonia],375,[Death],undirected
,0.621301775,[Convulsion  Gastroenteritis  Pyrexia],338,[Death],undirected
,0.621253406,[Acute_myocardial_infarction  Hypertension  Pneumonia],367,[Death],undirected
,0.621247113,[Renal_failure_acute  Chest_pain  Dyspnoea],433,[Death],undirected
,0.621134021,[Renal_failure_acute  Gastroenteritis  Dehydration],388,[Death],undirected
,0.621103118,[Asthenia  Pulmonary_embolism  Diarrhoea],417,[Death],undirected
,0.621082621,[Thrombocytopenia  Respiratory_failure  Pneumonia],351,[Death],undirected
,0.621052632,[Renal_failure  Anaemia  Sepsis],475,[Death],undirected
,0.621052632,[Deep_vein_thrombosis  Chest_pain  Syncope],380,[Death],undirected
,0.620991254,[Oedema_peripheral  Dyspnoea  Anaemia],343,[Death],undirected
,0.620991254,[Confusional_state  Pulmonary_embolism  Dyspnoea],343,[Death],undirected
,0.620991254,[Deep_vein_thrombosis  Hypotension  Abdominal_pain],343,[Death],undirected
,0.620985011,[Gastrointestinal_haemorrhage  Syncope  Pneumonia],467,[Death],undirected
,0.620967742,[Cardiac_failure_congestive  Renal_failure_acute  Myocardial_infarction],372,[Death],undirected
,0.620947631,[Constipation  Diarrhoea  Dyspnoea],401,[Death],undirected
,0.620947631,[Convulsion  Syncope  Pneumonia],401,[Death],undirected
,0.620947631,[Cerebrovascular_accident  Pyrexia  Dehydration],401,[Death],undirected
,0.620879121,[Asthenia  Pleural_effusion  Vomiting],364,[Death],undirected
,0.62086514,[Back_pain  Pleural_effusion  Abdominal_pain],393,[Death],undirected
,0.620853081,[Cardiac_failure_congestive  Atrial_fibrillation  Dyspnoea],422,[Death],undirected
,0.620779221,[Pulmonary_embolism  Myocardial_infarction  Vomiting],385,[Death],undirected
,0.620779221,[Cardiac_failure_congestive  Myocardial_infarction  Syncope],385,[Death],undirected
,0.620779221,[Convulsion  Dyspnoea  Vomiting],385,[Death],undirected
,0.620767494,[Pleural_effusion  Urinary_tract_infection  Dehydration],443,[Death],undirected
,0.620689655,[Hypotension  Diarrhoea  Cellulitis],377,[Death],undirected
,0.620689655,[Dizziness  Dyspnoea  Nausea],348,[Death],undirected
,0.620689655,[Renal_failure_acute  Cellulitis  Syncope],406,[Death],undirected
,0.620689655,[Deep_vein_thrombosis  Bronchitis  Pneumonia],435,[Death],undirected
,0.620689655,[Asthenia  Fatigue  Dehydration],377,[Death],undirected
,0.620689655,[Fall  Abdominal_pain  Pneumonia],377,[Death],undirected
,0.620689655,[Myocardial_infarction  Dyspnoea  Anaemia],493,[Death],undirected
,0.620603015,[Bronchitis  Gastroenteritis  Dehydration],398,[Death],undirected
,0.620603015,[Deep_vein_thrombosis  Renal_failure_acute  Urinary_tract_infection],398,[Death],undirected
,0.62052506,[Pulmonary_embolism  Diarrhoea  Syncope],419,[Death],undirected
,0.62052506,[Hypotension  Myocardial_infarction  Pneumonia],419,[Death],undirected
,0.620512821,[Arthralgia  Syncope  Pneumonia],390,[Death],undirected
,0.620512821,[Hypertension  Diarrhoea  Dehydration],390,[Death],undirected
,0.620512821,[Deep_vein_thrombosis  Chest_pain  Anaemia],390,[Death],undirected
,0.620396601,[Constipation  Urinary_tract_infection  Dehydration],353,[Death],undirected
,0.620396601,[Diverticulitis  Dyspnoea  Pneumonia],353,[Death],undirected
,0.620347395,[Diarrhoea  Myocardial_infarction  Abdominal_pain],403,[Death],undirected
,0.620320856,[Cardiac_failure_congestive  Chest_pain  Dyspnoea],374,[Death],undirected
,0.620320856,[Back_pain  Renal_failure_acute  Dehydration],374,[Death],undirected
,0.620253165,[Pleural_effusion  Anaemia  Sepsis],474,[Death],undirected
,0.620218579,[Back_pain  Chest_pain  Pyrexia],366,[Death],undirected
,0.620155039,[Hypertension  Syncope  Vomiting],387,[Death],undirected
